"verbatimIdentificationQualifier","standardIdentificationQualifier","uri","checked","opinionBy","opinionDate"
" B1001 TYPE of Pachycephala rufiventris minor, Zietz, 1914 (see SAOA 1(1):15",,,1,"John Wieczorek","2017-08-25"
" n. sp.","sp. nov.",,1,"John Wieczorek","2017-10-27"
" sp.","sp.",,1,"John Wieczorek","2017-08-25"
" SYNTYPE of Rhipidura mayi, Ashby, 1911 (see Emu 11:41)",,,1,"John Wieczorek","2017-08-25"
"""",,,1,"John Wieczorek","2017-08-25"
"""sp. 1""","sp.",,1,"John Wieczorek","2017-08-25"
"""sp. 2""","sp.",,1,"John Wieczorek","2017-08-25"
"(=Z. cornutus)",,,1,"John Wieczorek","2017-08-25"
"(Achirostomias)  n. sp.","sp. nov.",,1,"John Wieczorek","2017-08-25"
"(Alburnops) sp.","sp.",,1,"John Wieczorek","2017-08-25"
"(Alburnops) sp. longirostris","sp.",,1,"John Wieczorek","2017-08-25"
"(Alvordius) sp.","sp.",,1,"John Wieczorek","2017-08-25"
"(aurulenta subsp.)","ssp.",,1,"John Wieczorek","2017-08-25"
"(Biradiostomias) sp.","sp.",,1,"John Wieczorek","2017-08-25"
"(budytes ?) sp.","sp.",,1,"John Wieczorek","2017-08-25"
"(Catonotus) sp.","sp.",,1,"John Wieczorek","2017-08-25"
"(cyprinella) sp.","sp.",,1,"John Wieczorek","2017-08-25"
"(Doration) sp.","sp.",,1,"John Wieczorek","2017-08-25"
"(Duméril & Bibron, 1839)",,,1,"John Wieczorek","2017-08-25"
"(Duméril & Bibron, 1841)",,,1,"John Wieczorek","2017-08-25"
"(Duméril, 1853)",,,1,"John Wieczorek","2017-08-25"
"(Etheostoma) sp.","sp.",,1,"John Wieczorek","2017-08-25"
"(gyroloides subsp.)","ssp.",,1,"John Wieczorek","2017-08-25"
"(Hapclonus) sp.","sp.",,1,"John Wieczorek","2017-08-25"
"(Loricariichthys)sp.","sp.",,1,"John Wieczorek","2017-08-25"
"(Nanostoma) sp.","sp.",,1,"John Wieczorek","2017-08-25"
"(Nominostomias ) n. sp.","sp. nov.",,1,"John Wieczorek","2017-08-25"
"(Nominostomias) n. sp. A","sp. nov.",,1,"John Wieczorek","2017-08-25"
"(Nominostomias) n. sp. B","sp. nov.",,1,"John Wieczorek","2017-08-25"
"(Nominostomias) sp.","sp.",,1,"John Wieczorek","2017-08-25"
"(Nominostomias) sp. #1","sp.",,1,"John Wieczorek","2017-08-25"
"(Nominostomias) sp. (#2)","sp.",,1,"John Wieczorek","2017-08-25"
"(probably)","in question",,1,"John Wieczorek","2017-08-25"
"(Pteronotropist) sp.","sp.",,1,"John Wieczorek","2017-08-25"
"(s.s.) sp.","sp.",,1,"John Wieczorek","2017-08-25"
"(slhumops) sp. longinostris","sp.",,1,"John Wieczorek","2017-08-25"
"(sp. nov)","sp. nov.",,1,"John Wieczorek","2017-08-25"
"(sp.)","sp.",,1,"John Wieczorek","2017-08-25"
"(sp.?)","sp.",,1,"John Wieczorek","2017-08-25"
"(Ulocentra) sp.","sp.",,1,"John Wieczorek","2017-08-25"
"*specimen lost",,,1,"John Wieczorek","2017-08-25"
"?","id in question",,1,"John Wieczorek","2017-08-25"
"? class","class in question",,1,"John Wieczorek","2017-08-25"
"? class ?id","class in question",,1,"John Wieczorek","2017-08-25"
"? fam","family in question",,1,"John Wieczorek","2017-08-25"
"? fam & genus","family, genus in question",,1,"John Wieczorek","2017-08-25"
"? fam order","order, family in question",,1,"John Wieczorek","2017-08-25"
"? fam, ? gen","family, genus in question",,1,"John Wieczorek","2017-08-25"
"? family","family in question",,1,"John Wieczorek","2017-08-25"
"? fm","family in question",,1,"John Wieczorek","2017-08-25"
"? gen","genus in question",,1,"John Wieczorek","2017-08-25"
"? gen & sp.","genus, species in question",,1,"John Wieczorek","2017-08-25"
"? gen ? sp","genus, species in question",,1,"John Wieczorek","2017-08-25"
"? gen ?sp","genus, species in question",,1,"John Wieczorek","2017-08-25"
"? gen.","genus in question",,1,"John Wieczorek","2017-08-25"
"? gen. & sp.","genus, species in question",,1,"John Wieczorek","2017-08-25"
"? gen+fam","family, genus in question",,1,"John Wieczorek","2017-08-25"
"? gen+sp","genus, species in question",,1,"John Wieczorek","2017-08-25"
"? genus","genus in question",,1,"John Wieczorek","2017-08-25"
"? GN","genus in question",,1,"John Wieczorek","2017-08-25"
"? id","id in question",,1,"John Wieczorek","2017-08-25"
"? ord","order in question",,1,"John Wieczorek","2017-08-25"
"? order","order in question",,1,"John Wieczorek","2017-08-25"
"? order ? fam","order, family in question",,1,"John Wieczorek","2017-08-25"
"? order ? family","order, family in question",,1,"John Wieczorek","2017-08-25"
"? order ?fam","order, family in question",,1,"John Wieczorek","2017-08-25"
"? order, fam","order, family in question",,1,"John Wieczorek","2017-08-25"
"? order; tent. gen&sp.","order in question",,1,"John Wieczorek","2017-08-25"
"? ordr","order in question",,1,"John Wieczorek","2017-08-25"
"? ordr ? fam","order, family in question",,1,"John Wieczorek","2017-08-25"
"? other id","id in question",,1,"John Wieczorek","2017-08-25"
"? otherid","id in question",,1,"John Wieczorek","2017-08-25"
"? sp","species in question",,1,"John Wieczorek","2017-08-25"
"? sp.","species in question",,1,"John Wieczorek","2017-08-25"
"? sp.; not available to GPW","species in question",,1,"John Wieczorek","2017-08-25"
"? species","species in question",,1,"John Wieczorek","2017-08-25"
"? subfam","subfamily in question",,1,"John Wieczorek","2017-08-25"
"? subfamily","subfamily in question",,1,"John Wieczorek","2017-08-25"
"? taxon","id in question",,1,"John Wieczorek","2017-08-25"
"?, ?genus","genus in question",,1,"John Wieczorek","2017-08-25"
"?, ?genus, ?sp","genus, species in question",,1,"John Wieczorek","2017-08-25"
"?, ?sp","species in question",,1,"John Wieczorek","2017-08-25"
"?, ?sp, worn","species in question",,1,"John Wieczorek","2017-08-25"
"?, ?sp.","species in question",,1,"John Wieczorek","2017-08-25"
"?, cf sp","species in question",,1,"John Wieczorek","2017-08-25"
"?, worn","species in question",,1,"John Wieczorek","2017-08-25"
"?cl","class in question",,1,"John Wieczorek","2017-08-25"
"?class","class in question",,1,"John Wieczorek","2017-08-25"
"?ele","id in question",,1,"John Wieczorek","2017-08-25"
"?ele (DP4/), ?sp","species in question",,1,"John Wieczorek","2017-08-25"
"?fam","family in question",,1,"John Wieczorek","2017-08-25"
"?fam ?gen","family, genus in question",,1,"John Wieczorek","2017-08-25"
"?family","family in question",,1,"John Wieczorek","2017-08-25"
"?fm","family in question",,1,"John Wieczorek","2017-08-25"
"?formosa?thomps.; (Weil 2004)","id in question",,1,"John Wieczorek","2017-08-25"
"?ge","genus in question",,1,"John Wieczorek","2017-08-25"
"?gen","genus in question",,1,"John Wieczorek","2017-08-25"
"?gen ?sp","genus, species in question",,1,"John Wieczorek","2017-08-25"
"?gen.","genus in question",,1,"John Wieczorek","2017-08-25"
"?gen; L > 4mm (Weil 2004)","genus in question",,1,"John Wieczorek","2017-08-25"
"?genus","genus in question",,1,"John Wieczorek","2017-08-25"
"?genus, ?sp","genus, species in question",,1,"John Wieczorek","2017-08-25"
"?genus, big","genus in question",,1,"John Wieczorek","2017-08-25"
"?gn","genus in question",,1,"John Wieczorek","2017-08-25"
"?gn ?sp","genus, species in question",,1,"John Wieczorek","2017-08-25"
"?gn?sp","genus, species in question",,1,"John Wieczorek","2017-08-25"
"?ord?fm","order, family in question",,1,"John Wieczorek","2017-08-25"
"?order","order in question",,1,"John Wieczorek","2017-08-25"
"?order ?gen","genus in question",,1,"John Wieczorek","2017-08-25"
"?other id","id in question",,1,"John Wieczorek","2017-08-25"
"?sp","species in question",,1,"John Wieczorek","2017-08-25"
"?sp ?trochuus","species in question",,1,"John Wieczorek","2017-08-25"
"?sp, ?genus","genus, species in question",,1,"John Wieczorek","2017-08-25"
"?sp, big","species in question",,1,"John Wieczorek","2017-08-25"
"?sp, small","species in question",,1,"John Wieczorek","2017-08-25"
"?sp, worn","species in question",,1,"John Wieczorek","2017-08-25"
"?sp.","species in question",,1,"John Wieczorek","2017-08-25"
"?sp.; not available to GPW","species in question",,1,"John Wieczorek","2017-08-25"
"?sp; big","species in question",,1,"John Wieczorek","2017-08-25"
"?sp; M. seminoensis or E. browni","species in question",,1,"John Wieczorek","2017-08-25"
"?sp; not available to GPW","species in question",,1,"John Wieczorek","2017-08-25"
"?sp; small","species in question",,1,"John Wieczorek","2017-08-25"
"?sp; very big","species in question",,1,"John Wieczorek","2017-08-25"
"?species","species in question",,1,"John Wieczorek","2017-08-25"
"?subfam","subfamily in question",,1,"John Wieczorek","2017-08-25"
"[n. gen., n. sp.]","gen. nov.",,1,"John Wieczorek","2017-08-25"
"`",,,1,"John Wieczorek","2017-08-25"
"{billsi n. sp.}","sp. nov.",,1,"John Wieczorek","2017-08-25"
"{chilala n. sp.}","sp. nov.",,1,"John Wieczorek","2017-08-25"
"{Congo n. sp.}","sp. nov.",,1,"John Wieczorek","2017-08-25"
"{kalungwishi n. sp.}","sp. nov.",,1,"John Wieczorek","2017-08-25"
"{L. Kyogo n. sp.}","sp. nov.",,1,"John Wieczorek","2017-08-25"
"{Malagarasi n. sp.}","sp. nov.",,1,"John Wieczorek","2017-08-25"
"{Mangula n. sp.}","sp. nov.",,1,"John Wieczorek","2017-08-25"
"{Mottled n. sp. 2.}","sp. nov.",,1,"John Wieczorek","2017-08-25"
"{ntumbachushi n. sp.}","sp. nov.",,1,"John Wieczorek","2017-08-25"
"{Ruiki n. sp.}","sp. nov.",,1,"John Wieczorek","2017-08-25"
"{Ruvu n. sp.}","sp. nov.",,1,"John Wieczorek","2017-08-25"
"{Ruzizi n. sp.}","sp. nov.",,1,"John Wieczorek","2017-08-25"
"{ubangi 1 n. sp.}","sp. nov.",,1,"John Wieczorek","2017-08-25"
"{zakoni n. sp.}","sp. nov.",,1,"John Wieczorek","2017-08-25"
"<Sp. A>","sp.",,1,"John Wieczorek","2017-10-27"
"<Sp. B>","sp.",,1,"John Wieczorek","2017-10-27"
"<sp. medium costate>","sp.",,1,"John Wieczorek","2017-10-27"
"1(1):15. W.D. Dodd No. 559.",,,1,"John Wieczorek","2017-08-25"
"14.5 in. s.l.",,,1,"John Wieczorek","2017-08-25"
"155 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"180mm s.l., (dried)",,,1,"John Wieczorek","2017-08-25"
"190 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"1967",,,1,"John Wieczorek","2017-08-25"
"200 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"212 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"215 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"220 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"225 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"234 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"243 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"250 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"255 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"258 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"260 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"262 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"294 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"300 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"310mm s.l.,Head=78mm",,,1,"John Wieczorek","2017-08-25"
"315mm s.l.,Head=84mm",,,1,"John Wieczorek","2017-08-25"
"344 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"370 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"4 SAMA paratypes (numbers unknown) missing",,,1,"John Wieczorek","2017-08-25"
"400 m.m. t.l.",,,1,"John Wieczorek","2017-08-25"
"435 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"44.5 c.m. t.l.",,,1,"John Wieczorek","2017-08-25"
"451 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"480 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"490 m.m. t.l.",,,1,"John Wieczorek","2017-08-25"
"670 m.m. s.l.",,,1,"John Wieczorek","2017-08-25"
"740m.m.s.l.tip of tail ab",,,1,"John Wieczorek","2017-08-25"
"abdomen sp. 1","sp.",,1,"John Wieczorek","2017-10-27"
"abdomen sp. 2","sp.",,1,"John Wieczorek","2017-10-27"
"Acsmithia sp.","sp.",,1,"John Wieczorek","2017-10-27"
"aegyptiaca X sp.","aegyptiaca X sp.",,1,"John Wieczorek","2017-08-25"
"aff maldivensis","aff. maldivensis",,1,"John Wieczorek","2017-08-25"
"aff sp","aff.",,1,"John Wieczorek","2017-08-25"
"aff.","aff.",,1,"John Wieczorek","2017-08-25"
"aff.  bogotensis","aff. bogotensi",,1,"David Bloom","2017-08-26"
"aff.  savagei","aff. savagei",,1,"David Bloom","2017-08-26"
"aff. amaronensis","aff. amaronensis",,1,"John Wieczorek","2017-11-07"
"aff. amethystina","aff. amethystina",,1,"John Wieczorek","2017-08-25"
"aff. aureopigmentatus","aff. aureopigmentatus",,1,"John Wieczorek","2017-08-25"
"aff. bogotensis","aff. bogotensi",,1,"David Bloom","2017-08-26"
"aff. ceros","aff. ceros",,1,"John Wieczorek","2017-11-07"
"aff. emetica","aff. emetica",,1,"John Wieczorek","2017-08-25"
"aff. epicharis","aff. epicharis",,1,"John Wieczorek","2017-11-07"
"aff. fasciatus","aff. fasciatus",,1,"John Wieczorek","2017-11-07"
"aff. friderici","aff. friderici",,1,"John Wieczorek","2017-11-07"
"aff. humidicola","aff. humidicola",,1,"John Wieczorek","2017-08-25"
"aff. intermedia","aff. intermedia",,1,"John Wieczorek","2017-11-07"
"aff. laccata","aff. laccata",,1,"John Wieczorek","2017-08-25"
"aff. lentiginosa","aff. lentiginosa",,1,"John Wieczorek","2017-08-25"
"aff. lepidura","aff. lepidura",,1,"John Wieczorek","2017-11-07"
"aff. magdalenae","aff. magdalenae",,1,"John Wieczorek","2017-11-07"
"aff. medemi","aff. medemi",,1,"John Wieczorek","2017-11-07"
"aff. minimus","aff. minimus",,1,"John Wieczorek","2017-11-07"
"aff. mirificus","aff. mirificus",,1,"John Wieczorek","2017-11-07"
"aff. nervosa","aff. nervosa",,1,"John Wieczorek","2017-08-25"
"aff. obscuratus","aff. obscuratus",,1,"John Wieczorek","2017-08-25"
"aff. oligoporpa","aff. oligoporpa",,1,"John Wieczorek","2017-08-25"
"aff. ornatus","aff. ornatus",,1,"John Wieczorek","2017-11-07"
"aff. ovata","aff. ovata",,1,"John Wieczorek","2017-08-25"
"aff. palmata","aff. palmata",,1,"John Wieczorek","2017-08-25"
"aff. paniculata","aff. paniculata",,1,"John Wieczorek","2017-08-25"
"aff. pectinatus","aff. pectinatus",,1,"John Wieczorek","2017-11-07"
"aff. pulcher","aff. pulcher",,1,"John Wieczorek","2017-11-07"
"aff. riparia","aff. riparia",,1,"John Wieczorek","2017-08-25"
"aff. septentrionalis","aff. septentrionalis",,1,"John Wieczorek","2017-11-07"
"aff. smilacinus","aff. smilacinus",,1,"John Wieczorek","2017-08-25"
"aff. sororcula","aff. sororcula",,1,"John Wieczorek","2017-08-25"
"aff. sp. 3A","aff.",,1,"John Wieczorek","2017-10-19"
"aff. sp. A","aff.",,1,"John Wieczorek","2017-10-27"
"aff. sp. E","aff.",,1,"John Wieczorek","2017-10-27"
"aff. sp. Oliver in Oliver et al. 1975","aff.",,1,"John Wieczorek","2017-10-19"
"aff. uisae","aff. uisae",,1,"David Bloom","2017-08-26"
"Along with B548 & B549 SYNTYPE of Sericornis maculatus houtmanensis, Zietz, 1921, (see SAOA 6(2): 44-5). W.D. Dodd No. 119.",,,1,"John Wieczorek","2017-08-25"
"americana or crassidens","species in question",,1,"John Wieczorek","2017-08-25"
"argyropleuron sp. 1","sp.",,1,"John Wieczorek","2017-08-25"
"argyropleuron sp. 2","sp.",,1,"John Wieczorek","2017-08-25"
"Arvicolinae",,,1,"John Wieczorek","2017-08-25"
"ash.sp.a","sp.",,1,"John Wieczorek","2017-08-25"
"ash.sp.b","sp.",,1,"John Wieczorek","2017-08-25"
"ash.sp.c","sp.",,1,"John Wieczorek","2017-08-25"
"asper  n. gen,","gen. nov.",,1,"John Wieczorek","2017-08-25"
"auriceps large black tailed sp.","sp.",,1,"John Wieczorek","2017-08-25"
"B sp.","sp.",,1,"John Wieczorek","2017-08-25"
"B1336 HOLOTYPE of Aprosmictus erythropterus melvillensis, Zietz, 1914 (see SAOA 1(1):14",,,1,"John Wieczorek","2017-08-25"
"B1365 TYPE SPECIMEN of Chalcophaps chrysochlora melvillensis, Zietz, 1914 (see SAOA 1(1):12). W.D. Dodd No. 630.",,,1,"John Wieczorek","2017-08-25"
"B2237 HOLOTYPE of Psephotus haematonotus caeruleus, Condon, 1941 (see Records SAM 7:141)",,,1,"John Wieczorek","2017-08-25"
"B2303 TYPE of Climacteris waitei,White, 1917 (see Emu 16:168-9); B2304 PARATYPE of Climacteris waitei, White, 1917 (see Emu 16:168-9)",,,1,"John Wieczorek","2017-08-25"
"B4506 HOLOTYPE of Zosterops westernensis flindersensis, Ashby, 1925 (see Emu 25:117)",,,1,"John Wieczorek","2017-08-25"
"B547,  B548 & B549 SYNTYPE of Sericornis maculatus houtmanensis, Zietz, 1921, (see SAOA 6(2): 44-5). W.D. Dodd No. 119.",,,1,"John Wieczorek","2017-08-25"
"B547, B548 & B549 SYNTYPE of Sericornis maculatus houtmanensis, Zietz, 1921, (see SAOA 6(2): 44-5). W.D. Dodd No. 119.",,,1,"John Wieczorek","2017-08-25"
"B5669 HOLOTYPE of Calamanthus fuliginosus suttoni, Condon, 1951 (see SAOA 20:51)",,,1,"John Wieczorek","2017-08-25"
"B5673  HOLOTYPE of Cinclosoma castanotusm morgani, Condon, 1951 (see SAOA 20:42)",,,1,"John Wieczorek","2017-08-25"
"baileyi n. sp.","sp. nov.",,1,"John Wieczorek","2017-08-25"
"Balanussp.","sp.",,1,"John Wieczorek","2017-08-25"
"balsodichthys X sp.","balsodichthys X sp.",,1,"John Wieczorek","2017-08-25"
"BELLENDENENSIS N.SP.","sp. nov.",,1,"John Wieczorek","2017-08-25"
"big",,,1,"John Wieczorek","2017-08-25"
"Bisaccate sp. 1","sp.",,1,"John Wieczorek","2017-10-19"
"body sp. 1 cf. Ademosyne","sp.",,1,"John Wieczorek","2017-10-27"
"body sp. 2","sp.",,1,"John Wieczorek","2017-10-27"
"body sp. 3","sp.",,1,"John Wieczorek","2017-10-27"
"botulum n. sp.","sp. nov.",,1,"John Wieczorek","2017-08-25"
"Boyce 1989 sp. nov. A.","sp. nov.",,1,"John Wieczorek","2017-10-27"
"broken",,,1,"John Wieczorek","2017-08-25"
"bryanti n. sp.","sp. nov.",,1,"John Wieczorek","2017-08-25"
"Bufo sp.","sp.",,1,"John Wieczorek","2017-08-25"
"c",,,1,"John Wieczorek","2017-08-25"
"C sp.1","sp.",,1,"John Wieczorek","2017-08-25"
"C. sp. X G. nycthemerus","C. sp. X G. nycthemerus",,1,"John Wieczorek","2017-08-25"
"C. sp. X P. colchicus","C. sp. X P. colchicus",,1,"John Wieczorek","2017-08-25"
"c.f. canadensis","cf. canadensis",,1,"John Wieczorek","2017-08-25"
"c.f. Chaetodipus","cf. Chaetodipus",,1,"John Wieczorek","2017-08-25"
"c.f. cinerea","cf. cinerea",,1,"John Wieczorek","2017-08-25"
"c.f. Marmota flaviventris","cf. Marmota flaviventris",,1,"John Wieczorek","2017-08-25"
"c.f. Neotoma","cf. Neotoma",,1,"John Wieczorek","2017-08-25"
"c.f. Ovis c.f. canadensis","cf. canadensis",,1,"John Wieczorek","2017-08-25"
"c.f. Spilogale","cf. Spilogale",,1,"John Wieczorek","2017-08-25"
"c.f. tigris","cf. tigris",,1,"John Wieczorek","2017-08-25"
"cactorum sp. nov.","sp. nov.",,1,"John Wieczorek","2017-08-25"
"candichorum (sp.?)","sp.",,1,"John Wieczorek","2017-08-25"
"cf","cf.",,1,"John Wieczorek","2017-08-25"
"cf achirus","cf. achirus",,1,"John Wieczorek","2017-08-25"
"cf aculeatus","cf. aculeatus",,1,"John Wieczorek","2017-08-25"
"cf aequipinnis","cf. aequipinnis",,1,"John Wieczorek","2017-08-25"
"cf affinis","cf. affinis",,1,"John Wieczorek","2017-08-25"
"cf aliciae","cf. aliciae",,1,"John Wieczorek","2017-08-25"
"cf antipodianus","cf. antipodianus",,1,"John Wieczorek","2017-08-25"
"cf atrum","cf. atrum",,1,"John Wieczorek","2017-08-25"
"cf barbatus","cf. barbatus",,1,"John Wieczorek","2017-08-25"
"cf Bolinichthys","cf. Bolinichthys",,1,"John Wieczorek","2017-08-25"
"cf bougainvillii","cf. bougainvillii",,1,"John Wieczorek","2017-08-25"
"cf boulengeri","cf. boulengeri",,1,"John Wieczorek","2017-08-25"
"cf brachygnathum","cf. brachygnathum",,1,"John Wieczorek","2017-08-25"
"cf calcea","cf. calcea",,1,"John Wieczorek","2017-08-25"
"cf Chaetodipus","cf. Chaetodipus",,1,"John Wieczorek","2017-08-25"
"cf cinerea","cf. cinerea",,1,"John Wieczorek","2017-08-25"
"cf cinereoargenteus","cf. cinereoargenteus",,1,"John Wieczorek","2017-08-25"
"cf class","cf.",,1,"John Wieczorek","2017-08-25"
"cf cribroris","cf. cribroris",,1,"John Wieczorek","2017-08-25"
"cf dunckeri","cf. dunckeri",,1,"John Wieczorek","2017-08-25"
"cf effulgens","cf. effulgens",,1,"John Wieczorek","2017-08-25"
"cf fam","cf.",,1,"John Wieczorek","2017-08-25"
"cf fam cf gen","cf.",,1,"John Wieczorek","2017-08-25"
"cf family","cf.",,1,"John Wieczorek","2017-08-25"
"cf filamentosus","cf. filamentosus",,1,"John Wieczorek","2017-08-25"
"cf flaviventris","cf. flaviventris",,1,"John Wieczorek","2017-08-25"
"cf fm","cf.",,1,"John Wieczorek","2017-08-25"
"cf gen","cf.",,1,"John Wieczorek","2017-08-25"
"cf gen + sp","cf.",,1,"John Wieczorek","2017-08-25"
"cf gen cf sp","cf.",,1,"John Wieczorek","2017-08-25"
"cf gen, ?sp","cf.",,1,"John Wieczorek","2017-08-25"
"cf gen+sp","cf.",,1,"John Wieczorek","2017-08-25"
"cf genus","cf.",,1,"John Wieczorek","2017-08-25"
"cf genus and species","cf.",,1,"John Wieczorek","2017-08-25"
"cf gn","cf.",,1,"John Wieczorek","2017-08-25"
"cf gn cf sp","cf.",,1,"John Wieczorek","2017-08-25"
"cf hellwaldii","cf. hellwaldii",,1,"John Wieczorek","2017-08-25"
"cf indicus","cf. indicus",,1,"John Wieczorek","2017-08-25"
"cf intima","cf. intima",,1,"John Wieczorek","2017-08-25"
"cf longimanus","cf. longimanus",,1,"John Wieczorek","2017-08-25"
"cf lucifer","cf. lucifer",,1,"John Wieczorek","2017-08-25"
"cf luetkeni","cf. luetkeni",,1,"John Wieczorek","2017-08-25"
"cf malayana","cf. malayana",,1,"John Wieczorek","2017-08-25"
"cf melbournensis","cf. melbournensis",,1,"John Wieczorek","2017-08-25"
"cf microcephalus","cf. microcephalus",,1,"John Wieczorek","2017-08-25"
"cf nigrescens","cf. nigrescens",,1,"John Wieczorek","2017-08-25"
"cf oblongus","cf. oblongus",,1,"John Wieczorek","2017-08-25"
"cf obtusirostre","cf. obtusirostre",,1,"John Wieczorek","2017-08-25"
"cf occidentalis","cf. occidentalis",,1,"John Wieczorek","2017-08-25"
"cf olidus","cf. olidus",,1,"John Wieczorek","2017-08-25"
"cf order","cf.",,1,"John Wieczorek","2017-08-25"
"cf other_id","cf.",,1,"John Wieczorek","2017-08-25"
"cf otherid","cf.",,1,"John Wieczorek","2017-08-25"
"cf Ovis canadensis","cf. Ovis canadensis",,1,"John Wieczorek","2017-08-25"
"cf paucimaculatus","cf. paucimaculatus",,1,"John Wieczorek","2017-08-25"
"cf philippinensis","cf. philippinensis",,1,"John Wieczorek","2017-08-25"
"cf pontohi","cf. pontohi",,1,"John Wieczorek","2017-08-25"
"cf quadrispinosa","cf. quadrispinosa",,1,"John Wieczorek","2017-08-25"
"cf Rhabdognathus rarus.","cf. Rhabdognathus rarus",,1,"John Wieczorek","2017-08-25"
"cf rhomboidea","cf. rhomboidea",,1,"John Wieczorek","2017-08-25"
"cf scheelei","cf. scheelei",,1,"John Wieczorek","2017-08-25"
"cf sp","cf.",,1,"John Wieczorek","2017-08-25"
"cf sp cf gn","cf.",,1,"John Wieczorek","2017-08-25"
"cf sp, ?genus, worn","cf.",,1,"John Wieczorek","2017-08-25"
"cf sp, very worn","cf.",,1,"John Wieczorek","2017-08-25"
"cf sp, worn","cf.",,1,"John Wieczorek","2017-08-25"
"cf sp.","cf.",,1,"John Wieczorek","2017-08-25"
"cf sp. A","sp.",,1,"John Wieczorek","2017-10-27"
"cf sp; ?genus","cf.",,1,"John Wieczorek","2017-08-25"
"cf species","cf.",,1,"John Wieczorek","2017-08-25"
"cf Spilogale","cf. Spilogale",,1,"John Wieczorek","2017-08-25"
"cf spinifera","cf. spinifera",,1,"John Wieczorek","2017-08-25"
"cf stenodactylum","cf. stenodactylum",,1,"John Wieczorek","2017-08-25"
"cf subfam","cf.",,1,"John Wieczorek","2017-08-25"
"cf suborder","cf.",,1,"John Wieczorek","2017-08-25"
"cf subsp","cf.",,1,"John Wieczorek","2017-08-25"
"cf subspecies","cf.",,1,"John Wieczorek","2017-08-25"
"cf vaigiensis","cf. vaigiensis",,1,"John Wieczorek","2017-08-25"
"cf viridis","cf. viridis",,1,"John Wieczorek","2017-08-25"
"cf, so,","cf.",,1,"John Wieczorek","2017-08-25"
"cf.","cf.",,1,"John Wieczorek","2017-08-25"
"cf. A. nobilis","cf. A. nobilis",,1,"John Wieczorek","2017-08-25"
"cf. abalios","cf. abalios",,1,"John Wieczorek","2017-11-07"
"cf. acuminata","cf. acuminata",,1,"John Wieczorek","2017-08-25"
"cf. adujai","cf. adujai",,1,"John Wieczorek","2017-11-07"
"cf. Aetiocetidae","cf. Aetiocetidae",,1,"John Wieczorek","2017-08-25"
"cf. affinis","cf. affinis",,1,"John Wieczorek","2017-11-07"
"cf. albofasciatus","cf. albofasciatus",,1,"John Wieczorek","2017-11-07"
"cf. alburnus","cf. alburnus",,1,"John Wieczorek","2017-11-07"
"cf. alpha","cf. alpha",,1,"John Wieczorek","2017-11-07"
"cf. alta","cf. alta",,1,"John Wieczorek","2017-11-07"
"cf. altuvei","cf. altuvei",,1,"John Wieczorek","2017-11-07"
"cf. ambyiacus","cf. ambyiacus",,1,"John Wieczorek","2017-11-07"
"cf. analis","cf. analis",,1,"John Wieczorek","2017-11-07"
