"verbatimDisposition","StandardDisposition","standard","checked"
"Exchange to Museo de Zoologia Univ. Nat. Aut. de M",,0,0
"Exchange to Museo de Zoologica Univ Nac. Aut. de M",,0,0
"Exchange to Museo de Zoologica Univ. Nac. Aut. de ",,0,0
"Exchange to Museo Zoologia Univ. Nac. Aut. de Mexi",,0,0
"Exchange to Museum Goaldi (Novaes_ Belem, Brazil, ",,0,0
"Exchange to Museum of New Zealand Wellington - 200",,0,0
"Exchange to N. Car. State Museum, 1/1989",,0,0
"Exchange to N.Y. Scientific Supply, Co., Jan 17 19",,0,0
"Exchange to National Mus. Bulauayo, Rhodesia, 3/12",,0,0
"Exchange to Occidental College Calif., Oct 14, 196",,0,0
"Exchange to Oklahoma Univ., Dr. G.E. Sutton, March",,0,0
"Exchange to Pateerson Museum, N.J.",,0,0
"Exchange to Patersib Museum, N.J.",,0,0
"Exchange to Paterson Museum",,0,0
"Exchange to Paterson Museum Museum, N.J.",,0,0
"Exchange to Paterson Museum N.J.",,0,0
"Exchange to Paterson Museum, M.J.",,0,0
"Exchange to Paterson Museum, N,J.",,0,0
"Exchange to Paterson Museum, N.J.",,0,0
"Exchange to Paterson Museum, N.Jersey",,0,0
"Exchange to Patterson Museum, N.J.",,0,0
"Exchange to Peterson Museum, N.J.",,0,0
"Exchange to Phelps - Aug, 1949",,0,0
"Exchange to Phelps - Aug. 1949",,0,0
"Exchange to Phelps- Aug. 1949",,0,0
"Exchange to Phila. Acad. of Sci. J. Bond 5/1064",,0,0
"Exchange to Prince Hans of Liechtenstein, 1952",,0,0
"Exchange to Prince Hans of Liechtentstein, 1952",,0,0
"Exchange to Prince House of Liechtenstein, 1952",,0,0
"Exchange to Queensland Museum, Australia, D.P. Ver",,0,0
"Exchange to Queensland, Australia D.P. Vernon-4/18",,0,0
"Exchange to R.S. C[illeg]o[illeg]si[illeg] Museum,",,0,0
"Exchange to R.S. Crossin Museum, 18 Dec 1968, L.L.",,0,0
"Exchange to R.S. Crossin Museum, 18 Dec 1968-L.L. ",,0,0
"Exchange to Rijks Museum, Leiden, Netherlands, Feb",,0,0
"Exchange to Rolf Grantsau, Parque Terranova, SB ca",,0,0
"Exchange to Royal Scottish Museum, April 1925",,0,0
"Exchange to Royal Scottish Museum, April 1928",,0,0
"Exchange to S. Andral. Mus., 20 Nov 1974",,0,0
"Exchange to S. Austral Mus, 20 Nov 1974",,0,0
"Exchange to S. Austral Mus., 20 Nov 1974",,0,0
"Exchange to S. Austral Mus., 20 Nov 1974.",,0,0
"Exchange to S. Austral.",,0,0
"Exchange to S. Austral. Mus., 20 Nov 1974",,0,0
"Exchange to S. Austral. Mus., 20 Nov 1974.",,0,0
"Exchange to S. Austral. Mus., 20 Nov. 1974",,0,0
"Exchange to S. Austral. Museum, 20 Nov 1974",,0,0
"Exchange to U.S. National Museum",,0,0
"Exchange to U.S. National Museum Sept 1930",,0,0
"Exchange to U.S. National Museum, Sept 1930",,0,0
"Exchange to U.S. National Museum, Sept, 1930",,0,0
"Exchange to U.S. National Museum, Sept. 1930",,0,0
"Exchange to U.S. Natural Museum - Dr. Humphey, 5/7",,0,0
"Exchange to Univ. Conn., 2/2/66",,0,0
"Exchange to Univ. Conn., 2/2/66, Dr. alan H. Brush",,0,0
"Exchange to Univ. Minn., Jan 1956",,0,0
"Exchange to Univ. Minnesota, Jan 1956",,0,0
"Exchange to University Conn., 2 Feb 1966, Dr. Alan",,0,0
"Exchange to Vienna Museum, 7 Feb 1973",,0,0
"Exchange to Vienna Museum, 7 Feb. 1973",,0,0
"Exchange U. Conn. Mus. Nat. Hist., March 1984- LLS",,0,0
"Exchange U. Florida 7/19/63",,0,0
"Exchange University of Florida, 10 Mar 1967",,0,0
"Exchange Walter Koetz-April 1926",,0,0
"Exchange with ""Tring Museum"" May 1927",,0,0
"Exchange with ""Tring Museum""-May 1927",,0,0
"Exchange with A.T. Wayne",,0,0
"Exchange with A.T.Wayne",,0,0
"Exchange with Academy of Nat. Sciences-April 1928",,0,0
"Exchange with Academy of Natural Sciences, 4 Aug 1",,0,0
"Exchange with Berlin Museum, July 1936",,0,0
"Exchange with Berlin Zoological Mus. Nov 1, 1930",,0,0
"Exchange with British Muse.",,0,0
"Exchange with Carnegie Mus., June 15, 1929",,0,0
"Exchange with Carnegie Mus., June 1929",,0,0
"Exchange with Chee Foo China Museum, thro' Rev. Ge",,0,0
"Exchange with Cleveland Feb 1926",,0,0
"Exchange with Cleveland Mus. Feb 1926",,0,0
"Exchange with Cleveland Mus., Feb 1926",,0,0
"Exchange with Cleveland Museum Feb 1926",,0,0
"Exchange with Cleveland Museum Feb. 1926",,0,0
"Exchange with Dr. Chapman, April 20, 1925",,0,0
"Exchange with Dr. G.M. Sutton, U. Oklahoma, Feb 7,",,0,0
"Exchange with Dr. G.M. Sutton, U., Oklahoma, Feb 7",,0,0
"Exchange with Dr. L.C. Sanford, Feb 1919",,0,0
"Exchange with Dr. L.C. Sanford, Sept. 1917",,0,0
"Exchange with Dr. L.C. Sanford, Sept.1917",,0,0
"Exchange with Dr. Robert Dabbene, Museo Nacional, ",,0,0
"Exchange with Dr. Roberto Dabbene, Museo Nacional,",,0,0
"Exchange with Dr. Roberto Dabbenes, Museo Nacinal,",,0,0
"Exchange with Dr. Streseman Berlin Museum - May 19",,0,0
"Exchange with Dr. Streseman-Berlin Mus.- May 1927",,0,0
"Exchange with Dr. Stresemann Berlin Museum- May 19",,0,0
"Exchange with Dr. Stresemann, Berlin Museum, May 1",,0,0
"Exchange with Dr. Stresemann-Berlin Mus. May 1927",,0,0
"Exchange with Dr. Stresemann-Berlin Mus., May 1927",,0,0
"Exchange with Dr. Stresemann-Berlin Museum May 192",,0,0
"Exchange with Dr. Stresemann-Berlin Museum, May 19",,0,0
"Exchange with Dr. Stresemann-Berlin Museum-May 192",,0,0
"Exchange with Dr. Stresmann-Berlin Museum-May 1927",,0,0
"Exchange with Dr. Stusemaman, Berlin Museum, May 1",,0,0
"Exchange with Dr. Thomas Barbour, 5 Jan 1925",,0,0
"Exchange with E. Lehn Schiobes, Copenhagen, Aug 29",,0,0
"Exchange with E. Lehn Schioler (?) Copenhagen Aug ",,0,0
"Exchange with E. Lehn Schioler, Copenhagen, Aug 19",,0,0
"Exchange with E. Lehu Schioler, January 1926",,0,0
"Exchange with E.T. Seton, April 1918",,0,0
"Exchange with F.S. Hersey, Taunton, Mass.",,0,0
"Exchange with F.S. Hersey, Taunton, Mass., 31 Dec ",,0,0
"Exchange with Frank Warrimont, April 1909",,0,0
"Exchange with G. Sennett",,0,0
"Exchange with H.K Coale, Feb. 1910",,0,0
"Exchange with H.K. Coale Feb 1910",,0,0
"Exchange with H.K. Coale Feb. 1910",,0,0
"Exchange with H.K. Coale, Feb. 1910",,0,0
"Exchange with H.K.Coale, Me ?illeg. 10",,0,0
"Exchange with Imp.Col.Agr., Japan, Oct.'08",,0,0
"Exchange with J. Rowley",,0,0
"Exchange with J. Rowley, Jr.",,0,0
"Exchange with Kny - Sheerer Co., Mar 1902",,0,0
"Exchange with Kny-Sheerer Co., Mar 1902",,0,0
"Exchange with L.A. Fuertes, 1906",,0,0
"Exchange with L.A. Fuertes, Feb 1914",,0,0
"Exchange with L.A. Fuertes, March 23, 1925",,0,0
"Exchange with Louis A. Fuertes, Nov. 30, 1899 (+th",,0,0
"Exchange with M.C.Z.",,0,0
"Exchange with M.C.Z. July 1928",,0,0
"Exchange with M.C.Z. July, 1928.",,0,0
"Exchange with M.C.Z. May 1927",,0,0
"Exchange with M.C.Z., May 1927",,0,0
"Exchange with Mr. Bangs, Sep 1925",,0,0
"Exchange with Mr. Henry K. Coale III. Dec. 4, 1924",,0,0
"Exchange with Mr. Roger for Chactura thomensis #63",,0,0
"Exchange with Mr. Rubinger, N.Y. Scientific Supply",,0,0
"Exchange with Munich Mus. Oct. 1909",,0,0
"Exchange with Munich Mus. Oct.1909",,0,0
"Exchange with Munich Mus., Oct 1909",,0,0
"Exchange with Munich Mus., Oct. 1909",,0,0
"Exchange with Munich Mus.Oct.1909",,0,0
"Exchange with Mus. of Comp. Zoology, Dec 1922",,0,0
"Exchange with Museum Comparative Zoology, Jul 1925",,0,0
"Exchange with Nat. Mus. Kenya, Aug 1983",,0,0
"Exchange with North Carolina Museum Nat. Sci.",,0,0
"Exchange with O. Bangs, May 16,'05",,0,0
"Exchange with O. Bangs, Sept 20, 1918",,0,0
"Exchange with Outram Bangs, Mus. Comp. Zoology, 10",,0,0
"Exchange with P. Engle - Museum, Mar 1927",,0,0
"Exchange with Paris Museum, June 13, 1928",,0,0
"Exchange with Paterson Museum, N.J.",,0,0
"Exchange with Paterson Museum, Paterson, N.J.",,0,0
"Exchange with Paterson N.J. Museum",,0,0
"Exchange with Paterson, N.J. Museum",,0,0
"Exchange with Phila. Acad. Nat. Sci., Jul 1928",,0,0
"Exchange with Phila.Acad.Nat.Sci. July 1928",,0,0
"Exchange with Phila.Acad.Nat.Sci., July 1928",,0,0
"Exchange with Philla. Acad. Nat. Sci., Jul 1928",,0,0
"Exchange with Princeton Mus. g. Jan 1926",,0,0
"Exchange with Princeton Mus. z, Jan 1926",,0,0
"Exchange with Princeton Mus. Z. Jan 1926",,0,0
"Exchange with princeton Mus. Z. Jan. 1926",,0,0
"Exchange with Princeton Mus. Z., Jan 1926",,0,0
"Exchange with Princeton Mus. Zool, Jan 1926",,0,0
"Exchange with Princeton Mus. Zool. Jan 1926",,0,0
"Exchange with Princeton Mus., Jan 1926",,0,0
"Exchange with Princeton Museum g. Jan 1926",,0,0
"Exchange with S.G. Jewett, Oct 28, 1926",,0,0
"Exchange with Stockholm Mus., June 14, 1929",,0,0
"Exchange with Stockholm Mus., June 1929",,0,0
"Exchange with Stockholm N.H. Mus. May 1927",,0,0
"Exchange with Stockholm N.H. Mus., May 1927",,0,0
"Exchange with Stockholm N.H. Museum m May 1927",,0,0
"Exchange with Stockholm N.H. Museum, May 1927",,0,0
"Exchange with Stockholm Nat. Hist. Museum, May 192",,0,0
"Exchange with Stockholm, June 14, 1929",,0,0
"Exchange with the British Museum, Sept 1948",,0,0
"Exchange with Transvaal Museum, Nov 22, 1929",,0,0
"Exchange with Tring Mus. 9 Jul 1928",,0,0
"Exchange with Tring Mus., July 1928",,0,0
"Exchange with Tring Mus., July 7, 1928",,0,0
"Exchange with Tring Mus., July 9, 1928",,0,0
"Exchange with Tring Mus., May 1927; Renumbered lat",,0,0
"Exchange with Tring Muse., July 9, 1928",,0,0
"Exchange with Tring Museum May 1927",,0,0
"Exchange with Tring Museum, July 7, 1928",,0,0
"Exchange with Tring Museum, July 9, 1928",,0,0
"Exchange with Tring Museum, May 19, 1927",,0,0
"Exchange with Tring Museum, May 1927",,0,0
"Exchange with Tring Museum< May 1927",,0,0
"Exchange with Tring Museum-May 1927",,0,0
"Exchange with U.S. Nat. Museum, Feb 18, 1925",,0,0
"Exchange with U.S. National Museum, 18 Feb 1925",,0,0
"Exchange with W. Kaltz, 6 Jan 1925",,0,0
"Exchange with W. Koelz, April 1926",,0,0
"Exchange with W. Koelz, Jan 6, 1925",,0,0
"Exchange with W. Robinson-May 4, 1925",,0,0
"Exchange with Walter Koelz, Apr 1926",,0,0
"Exchange with Walter Koelz, April 1926",,0,0
"Exchange with Wellington Mus. 11/2003",,0,0
"Exchange with Zoological Reference Collection, Sin",,0,0
"Exchange: Canterbury Museum, Crist church, New Zea",,0,0
"Exchange: Museo de Zoologia Univ. Nac. Aut. de Mex",,0,0
"Exchange: Museo de Zoologia, Univ. Nac.Aut. de Mex",,0,0
"Exchange-Auchland Museum, April 20, 1950",,0,0
"Exchange-C.N.H.M.-4/20/50",,0,0
"Exchanged",,0,0
"Exchanged - Peklo - Russia",,0,0
"Exchanged - Univ. of Costa Rica",,0,0
"Exchanged 16 Dec 1939 with Princeton Musuem of Zoo",,0,0
"Exchanged a specimen of same from Arizona for this",,0,0
"Exchanged A.M. Peklo - Russia",,0,0
"Exchanged British Museum, Jan 3, 1967",,0,0
"Exchanged Cleveland Museum, June 1923",,0,0
"Exchanged Dec 16, 1939 Princeton Museum of Zoology",,0,0
"Exchanged Dec 16, 1939 with Princeton Museum of Zo",,0,0
"Exchanged Dec 16, 1939, Princeton Museum of Zoolog",,0,0
"Exchanged Delaware Museum N.H.",,0,0
"Exchanged dto Chicago Mus.",,0,0
"Exchanged dwith Berlin Museum July 1936",,0,0
"Exchanged dwith Berlin Museum, July 1936",,0,0
"Exchanged dwith Berlin Museum-July 1936",,0,0
"Exchanged dwith John Lewis Childs, March 26, 1903",,0,0
"Exchanged dwith L.A. Fuertes, June 10, 1910",,0,0
"Exchanged Fla. St. Univ. 7/19/63",,0,0
"Exchanged for Cuban birds - Nos. 57177, 57273, 572",,0,0
"Exchanged for No. 49497 - Helminthophila bachmani",,0,0
"Exchanged for specimens without data with F.M.C.",,0,0
"Exchanged I.A. Cohen, Oct 20.'03",,0,0
"Exchanged J. Chapin for 2 crows, 4 Feb 1907",,0,0
"Exchanged J.I. Nichols Feb.1,1907",,0,0
"Exchanged J.T. Nichols, 1 Feb 1907",,0,0
"Exchanged Jan 3, 1967 British Museum",,0,0
"Exchanged March 23, 1925 with L.A. Fuertes",,0,0
"Exchanged- Mr. Starrs Olson",,0,0
"Exchanged Phila. Acad. Nat. Sci.",,0,0
"Exchanged R.C. Murphy Feb 1907",,0,0
"Exchanged R.C. Murphy Feb. 1907",,0,0
"Exchanged R.C. Murphy, Feb 1907",,0,0
"Exchanged S. Hatte[illeg], 6 Apr 1907",,0,0
"Exchanged to Austral. Mus., 20 Nov 1974",,0,0
"Exchanged to Austral. Mus., 20 Nov. 1974",,0,0
"Exchanged to Australia Nat. Coll., Sept, 1981 LLS",,0,0
"Exchanged to Brigham Young Univ., Provo, Utah, Jan",,0,0
"Exchanged to British Museum, December 1961",,0,0
"Exchanged to British Museum, Jan 3, 1967",,0,0
"Exchanged to Carnegie Museum, Pittsburgh, April 19",,0,0
"Exchanged to Chicago",,0,0
"Exchanged to Chicago Mus.",,0,0
"Exchanged to Chicago Mus..",,0,0
"Exchanged to Chicago Museum",,0,0
"Exchanged to Cornell Univ., 3 June 1986",,0,0
"Exchanged to Doctor W.H. Phelps, June 24 1959",,0,0
"Exchanged to Dr. Campos Seabra, R. de Janeiro, Apr",,0,0
"Exchanged to Dr. W.H. Phelps",,0,0
"Exchanged to Dr. W.H. Phleps, 24 Jun 1959",,0,0
"Exchanged to Dr. William H. Phelps, July 17, 1961",,0,0
"Exchanged to F.M.N.H. Chicago, Jan 2007-P. Sweet",,0,0
"Exchanged to Goeldi Mus., Belém, Brazil, June 1989",,0,0
"Exchanged to Goeldi Museum Belém, Brazil June 1989",,0,0
"Exchanged to Goeldi Museum Belém, Brazil, June 198",,0,0
"Exchanged to Goeldi Museum Belém, Brazil, June, 19",,0,0
"Exchanged to Goeldi Museum, Beléin, Brazil, June 1",,0,0
"Exchanged to Goeldi Museum, Belém, Brazil",,0,0
"Exchanged to Goeldi Museum, Belem, Brazil, Jun 198",,0,0
"Exchanged to Goeldi Museum, Belém, Brazil, Jun 198",,0,0
"Exchanged to Goeldi Museum, Belem, Brazil, June 19",,0,0
"Exchanged to Goeldi Museum, Belém, Brazil, June 19",,0,0
"Exchanged to Goeldi Museum, Belén, Brazil, June 19",,0,0
"Exchanged to Goldi Museum, Belém, Brazil, June 198",,0,0
"Exchanged to H.B. Haugh, Ontario, Canada, Jan 1968",,0,0
"Exchanged to Herbert Zaidler, Feb 10, 1956",,0,0
"Exchanged to Inst. de la Patagonia, Punta Arenas, ",,0,0
"Exchanged to J.G. Williams, The Caryndon Museum, J",,0,0
"Exchanged to Mr. Storrs Olson",,0,0
"Exchanged to Mus. of Southwestern Biology, Albuque",,0,0
"Exchanged to Mus. Zool., Iniv. Conn., Storrs, Ct.,",,0,0
"Exchanged to Mus. Zool., Univ. Conn., Storrs Ct., ",,0,0
"Exchanged to Museo de Zoologia Univ. Nac. Aut de M",,0,0
"Exchanged to Museo de Zoologia Univ. Nac. Aut. de ",,0,0
"Exchanged to Museo de Zoologia, Univ. Nac. Autonom",,0,0
"Exchanged to Museo Ecuatoriano y Cien, Quito, Ecua",,0,0
"Exchanged to Museo Ecuatoriano y Cien. Nat., Quito",,0,0
"Exchanged to Museum Nacional, Rio de Janeiro (Dr. ",,0,0
"Exchanged to N.Y. Scientific Supply Co. (Ons. Rubi",,0,0
"Exchanged to N.Y.Sci. Supply Co.",,0,0
"Exchanged to New York Science Supply",,0,0
"Exchanged to NY Scientific Supply Co., January 17,",,0,0
"Exchanged to Paterson Museum, N.J.",,0,0
"Exchanged to Peabody Museum, Yale University, May ",,0,0
"Exchanged to Peterson Museum, N.J.",,0,0
"Exchanged to Phelps Coll., Caracas, 4/30/85",,0,0
"Exchanged to Phil. Acad. Nat. Sci.",,0,0
"Exchanged to Phila. Acad. Nat. Sci.",,0,0
"Exchanged to Prince Hans of Liechtenstein",,0,0
"Exchanged to Princeton Museum October 27, 1960",,0,0
"Exchanged to Princeton Museum, October, 1960",,0,0
"Exchanged to Queens Museum, May 1985",,0,0
"Exchanged to Queensland Mus., May 1985",,0,0
"Exchanged to Queensland Museum, Australia, D.P. Ve",,0,0
"Exchanged to Queensland Museum, May 1985",,0,0
"Exchanged to Rofe Grandsau, Parque Terranova, SB C",,0,0
"Exchanged to Rolf Gr[illeg][illeg]ts[illeg][illeg]",,0,0
"Exchanged to Rolf Gra[illeg]ts[illeg][illeg], Parq",,0,0
"Exchanged to Rolf Grandsan, Parque Terranova, SB C",,0,0
"Exchanged to Rolf Grandsau, Parque Terranova, SB C",,0,0
"Exchanged to Rolf Gransan, Parque Terranova, SB Ca",,0,0
"Exchanged to Rolf Grants[illeg][illeg], Parque Ter",,0,0
"Exchanged to Rolf Grantsa[illeg], Parque Terranova",,0,0
"Exchanged to Rolf Grantsan, Parqua Terranova, SB C",,0,0
"Exchanged to Rolf Grantsan, Parque Terramova, SB C",,0,0
"Exchanged to Rolf Grantsan, Parque Terranova, S.B.",,0,0
"Exchanged to Rolf Grantsan, Parque Terranova, SB C",,0,0
"Exchanged to Rolf Grantsan, Parque Terrauva SB Cam",,0,0
"Exchanged to Rolf Grantsan, Parque Terrauvo, S.B. ",,0,0
"Exchanged to Rolf Grantsan, Porque Terranova, SB C",,0,0
"Exchanged to Rolf Grantsau, Parque Terranbva, S.B.",,0,0
"Exchanged to Rolf Grantsen, Parque Terranova, SP, ",,0,0
"Exchanged to Rolf Grawtsau Parque Terra nova, S.B.",,0,0
"Exchanged to Rothschild and on return renumbered 7",,0,0
"Exchanged to Rothschild, when returned renumbered ",,0,0
"Exchanged to S, Austral. Mus., 20 Nov 1974",,0,0
"Exchanged to S. Austral Mus., 20 Nov 1974",,0,0
"Exchanged to S. Austral Mus., 20 Nov. 1974",,0,0
"Exchanged to S. Austral Mus., Nov. 19 1974",,0,0
"Exchanged to S. Austral Museum, 20 Nov 1974",,0,0
"Exchanged to S. Austral Museum, 20 Nov. 1974",,0,0
"Exchanged to S. Austral. Mus., 20 Nov 1974",,0,0
"Exchanged to S. Austral. Mus., 20 Nov. 1974",,0,0
"Exchanged to S. Austral. Mus.; 20 Nov 1974",,0,0
"Exchanged to S. Austral. Museum, 20 Nov 1974",,0,0
"Exchanged to S. Austral. Museum, 20 Nov. 1974",,0,0
"Exchanged to S. Australia Mus., 20 Nov 1974",,0,0
"Exchanged to S. Australian Mus., 20 Nov 1974",,0,0
"Exchanged to S. Nostral [illeg.] Mus., 20 Nov 1974",,0,0
"Exchanged to San Diego State College, 4/69 L.L.S.",,0,0
"Exchanged to San Diego State College, 4/69 LLS",,0,0
"Exchanged to San Diego State College, Apr 1969 L.L",,0,0
"Exchanged to San Diego State College, Apr 1969, L.",,0,0
"Exchanged to San Diego State College-4/69 L.L.S.",,0,0
"Exchanged to Sao Paulo, Brazil Museum (Dr. Carmago",,0,0
"Exchanged to S-Austral Mus., 20 Nov 1974",,0,0
"Exchanged to St. Lawrence Univ., Canton, N.Y., Feb",,0,0
"Exchanged to State Univ. college, Oneonta, N.Y. 10",,0,0
"Exchanged to State Univ. College, Oneonta, N.Y., 2",,0,0
"Exchanged to Storrs Olson, March 1967",,0,0
"Exchanged to Tahiti Museum 1928",,0,0
"Exchanged to the British Mus., Jan. 1955",,0,0
"Exchanged to the Princeton Museum of Zoology",,0,0
"Exchanged to U. Fla. 7/19/63",,0,0
"Exchanged to U. Fla., 19 Jul 1963",,0,0
"Exchanged to U. Fla., 19 Jul 1963, Fla. St. Univ.",,0,0
"Exchanged to U. florida 7/19/63",,0,0
"Exchanged to U. of Fla., 19 Jun 1963",,0,0
"Exchanged to U. of Fla., 7/19/63",,0,0
"Exchanged to U. of Fla.; 19 Jul 1963 Fla. St. Univ",,0,0
"Exchanged to U.S. Nat. Mus.",,0,0
"Exchanged to Vienna Museum",,0,0
"Exchanged to W.H. Phelps",,0,0
"Exchanged to Yale Univ., 30 Jan 1985",,0,0
"Exchanged U. Fla. (Fla. St. Univ.) 19 Jul 1963",,0,0
"Exchanged U. Fla. 7/19/63",,0,0
"Exchanged Vienna Museum - Apr. 6, 1982",,0,0
"Exchanged Vienna Museum, 6 Apr 1982",,0,0
"Exchanged w. A.M. Peklo - Russia",,0,0
"Exchanged W. Univ. Okla. Jan 3 '55",,0,0
"Exchanged w/ Univ. of Oklahoma 3-I-55",,0,0
"Exchanged with A. Eiche, Mar 1909; Ex. with Clevel",,0,0
"Exchanged with A. Eiche, March 1911",,0,0
"Exchanged with A.G. Paine,Jr. Dec. 1 1886",,0,0
"Exchanged with A.G. Paine,Jr. Dec. 1, 1886",,0,0
"Exchanged with A.G. Paine,Jr. Dec. 1,1886",,0,0
"Exchanged with A.G. Paine,Jr. Dec.1,1886",,0,0
"Exchanged with A.G. Pine,Jr. Dec. 1, 1886",,0,0
"Exchanged with A.G.Paine,Jr. Dec. 1, 1886",,0,0
"Exchanged with A.T. Wayne Mount Pleasant, S.C. for",,0,0
"Exchanged with A.W. Anthony, 15 Dec 1893",,0,0
"Exchanged with Ab[illeg]ot Thayer",,0,0
"Exchanged with Abbot Thayer",,0,0
"Exchanged with Abbott Thayer, 22 Mar 1899",,0,0
"Exchanged with Ablot Thayer",,0,0
"Exchanged with Acad. Nat. Sci., Philadelphia, Aug ",,0,0
"Exchanged with Academy of Nat'l Sciences; Mar 21, ",,0,0
"Exchanged with Academy of Nat'l Sciences; March 21",,0,0
"Exchanged with Academy of Nat'l Sciences; Nov 6, 1",,0,0
"Exchanged with Apolinar Maria Dec. 1914",,0,0
"Exchanged with Apolinar Maria, Dec 1914",,0,0
"Exchanged with Apolinar Maria, Dec. 1914",,0,0
"Exchanged with Ashby Hine, Baniff, alberta July 31",,0,0
"Exchanged with Ashley Hine Banff, Alberton, July 3",,0,0
"Exchanged with Ashley Hine, Banff, Alberta July 31",,0,0
"Exchanged with Ashley Hine, Banff, Alberta, 31 Jul",,0,0
"Exchanged with Augustus G. Paine,Jr. Nov. 1886",,0,0
"Exchanged with Berlin Mus.",,0,0
"Exchanged with Berlin Mus. July 1936",,0,0
"Exchanged with Berlin Mus., July 1936",,0,0
"Exchanged with Berlin Muse,, July 1936",,0,0
"Exchanged with Berlin Musein July 1936",,0,0
"Exchanged with Berlin Museum Jul 1936",,0,0
"Exchanged with Berlin Museum July 1935",,0,0
"Exchanged with Berlin Museum July 1936",,0,0
"Exchanged with Berlin Museum, Jul 1936",,0,0
"Exchanged with Berlin Museum, July 1926",,0,0
"Exchanged with Berlin Museum, July 1935",,0,0
"Exchanged with Berlin Museum, July 1936",,0,0
"Exchanged with Berlin Museum, June 1936",,0,0
"Exchanged with Berlin Museum-July 1936",,0,0
"Exchanged with Berlin Zoological Mus., Nov 1, 1930",,0,0
"Exchanged with Berlin, July 1936",,0,0
"Exchanged with British Mus., Sept 1927",,0,0
"Exchanged with Brooklyn Institute, 3 Aug 1908",,0,0
"Exchanged with C.A. Smith and received in his coll",,0,0
"Exchanged with C.B. Cory",,0,0
"Exchanged with C.B. Cory (F. ? Nitt) July 1915",,0,0
"Exchanged with C.B.Cory",,0,0
"Exchanged with Capt. Wirt Robinson Sept 1902 for s",,0,0
"Exchanged with Carlos Reeds Mendoza, 9 Feb 1917",,0,0
"Exchanged with Carlos Reeds, Mendoza, 9 Feb 1917",,0,0
"Exchanged with Carnegie Mus. June 15, 1929",,0,0
"Exchanged with Carnegie Musuem: 17 Ma[illeg] 1939",,0,0
"Exchanged with Colonel Meinertzhagen, May 1927",,0,0
"Exchanged with Connecticut Audubon Soc. June 1915",,0,0
"Exchanged with Connecticut Audubon Society, June 1",,0,0
"Exchanged with Cornell University, April 1916",,0,0
"Exchanged with Cornell University, April, 1916",,0,0
"Exchanged with D.A. Coh[illeg][illeg], 20 Oct 1903",,0,0
"Exchanged with D.A. Cohn Oct. 20,'03",,0,0
"Exchanged with D.A.Cohn Oct 20,1903",,0,0
"Exchanged with Dr. Friedmann, M.C.Z., July 8, 1929",,0,0
"Exchanged with Dr. L.C. Sanford",,0,0
"Exchanged with Dr. L.C. Sanford, Nov 1921",,0,0
"Exchanged with Dr. Roberto Dabbene, Museo Nacional",,0,0
"Exchanged with Dr. Stresemann-Berlin Museum-May 19",,0,0
"Exchanged with Dr. Wm. C. Avery",,0,0
"Exchanged with Dr. Wm. C. Avery, [illeg]2 Feb 18[i",,0,0
"Exchanged with Dr. Wm. C. Avery, 2.12.1892",,0,0
"Exchanged with Dr. Wm. C. Soery 2/12/1892",,0,0
"Exchanged with Dr. Wm. Catvery [illeg.]",,0,0
"Exchanged with Dr. Wm.C. Avery",,0,0
"Exchanged with E.N. Faulks, Sept 1902",,0,0
"Exchanged with E.T. Seton for a Canachites frankli",,0,0
"Exchanged with F.M. Chapman",,0,0
"Exchanged with Frank Warrimont, Apr 1909",,0,0
"Exchanged with Frank Warrimont, April 1909",,0,0
"Exchanged with Geo. Hollister for 1 Merlin, Nov 24",,0,0
"Exchanged with Geo. Hollister for Hawk Nov 29, 191",,0,0
"Exchanged with Geo. Hollister for Hawk Nov. 29, 19",,0,0
"Exchanged with Geo. Hollister for Hawk, 24 Nov 191",,0,0
"Exchanged with Geo. Hollister for hawk, 29 Nov 191",,0,0
"Exchanged with Geo. Hollister for hawk, Nov 24, 19",,0,0
"Exchanged with Geo. Hollister for Hawk, Nov 29, 19",,0,0
"Exchanged with Geo. Hollister for hawk. Nov. 29, 1",,0,0
"Exchanged with Geo. Hollister, Nov 1913",,0,0
"Exchanged with George B. Sennett",,0,0
"Exchanged with H.K. Coale April 24, 1907",,0,0
"Exchanged with H.K. Coale March '10",,0,0
"Exchanged with H.K. Coale March'10",,0,0
"Exchanged with H.K. Coale, [Mar?]",,0,0
"Exchanged with H.K. Coale, 24 Apr 1907",,0,0
"Exchanged with H.K. Coale, April 24, 1907",,0,0
"Exchanged with H.K. Coale, Chicago, Ill. April 24,",,0,0
"Exchanged with H.K. Coale, Chicago, Ill., Apr 1907",,0,0
"Exchanged with H.K. Coale, Mar 1910",,0,0
"Exchanged with H.K. Coale, Mar. 10[?]",,0,0
"Exchanged with H.K. Coale, March 10",,0,0
"Exchanged with H.K. Coale, March '10",,0,0
"Exchanged with H.K. Coale, March 10[?]",,0,0
"Exchanged with H.K. Coale, March'10",,0,0
"Exchanged with H.K.Coale March 10",,0,0
"Exchanged with H.P. Attwater, April 9, 1892",,0,0
"Exchanged with Howarth S. Boyle for Hawk;Archilnte",,0,0
"Exchanged with J. & J. Mailliard, Nov 1903",,0,0
"Exchanged with J. Rowley for another quail killed ",,0,0
"Exchanged with Jesse D. Figgins",,0,0
"Exchanged with John E. Thayer thru O. Bangs April ",,0,0
"Exchanged with John E. Thayer thru O. Bangs, April",,0,0
