"verbatimGeodeticDatum","standardGeodeticDatum","epsg","checked","opinionBy","opinionDate","uri"
"48600","not recorded",,1,"John Wieczorek","2020-05-12",
"48601","not recorded",,1,"John Wieczorek","2020-05-12",
"48602","not recorded",,1,"John Wieczorek","2020-05-12",
"48603","not recorded",,1,"John Wieczorek","2020-05-12",
"48604","not recorded",,1,"John Wieczorek","2020-05-12",
"48605","not recorded",,1,"John Wieczorek","2020-05-12",
"48606","not recorded",,1,"John Wieczorek","2020-05-12",
"48607","not recorded",,1,"John Wieczorek","2020-05-12",
"48608","not recorded",,1,"John Wieczorek","2020-05-12",
"48609","not recorded",,1,"John Wieczorek","2020-05-12",
"48610","not recorded",,1,"John Wieczorek","2020-05-12",
"48611","not recorded",,1,"John Wieczorek","2020-05-12",
"48612","not recorded",,1,"John Wieczorek","2020-05-12",
"48613","not recorded",,1,"John Wieczorek","2020-05-12",
"48614","not recorded",,1,"John Wieczorek","2020-05-12",
"48615","not recorded",,1,"John Wieczorek","2020-05-12",
"48616","not recorded",,1,"John Wieczorek","2020-05-12",
"48617","not recorded",,1,"John Wieczorek","2020-05-12",
"48618","not recorded",,1,"John Wieczorek","2020-05-12",
"48619","not recorded",,1,"John Wieczorek","2020-05-12",
"48620","not recorded",,1,"John Wieczorek","2020-05-12",
"48621","not recorded",,1,"John Wieczorek","2020-05-12",
"48622","not recorded",,1,"John Wieczorek","2020-05-12",
"48623","not recorded",,1,"John Wieczorek","2020-05-12",
"48624","not recorded",,1,"John Wieczorek","2020-05-12",
"48625","not recorded",,1,"John Wieczorek","2020-05-12",
"48626","not recorded",,1,"John Wieczorek","2020-05-12",
"48627","not recorded",,1,"John Wieczorek","2020-05-12",
"48628","not recorded",,1,"John Wieczorek","2020-05-12",
"48629","not recorded",,1,"John Wieczorek","2020-05-12",
"48630","not recorded",,1,"John Wieczorek","2020-05-12",
"48631","not recorded",,1,"John Wieczorek","2020-05-12",
"48632","not recorded",,1,"John Wieczorek","2020-05-12",
"48633","not recorded",,1,"John Wieczorek","2020-05-12",
"48634","not recorded",,1,"John Wieczorek","2020-05-12",
"48635","not recorded",,1,"John Wieczorek","2020-05-12",
"48636","not recorded",,1,"John Wieczorek","2020-05-12",
"48637","not recorded",,1,"John Wieczorek","2020-05-12",
"48638","not recorded",,1,"John Wieczorek","2020-05-12",
"48639","not recorded",,1,"John Wieczorek","2020-05-12",
"48640","not recorded",,1,"John Wieczorek","2020-05-12",
"48641","not recorded",,1,"John Wieczorek","2020-05-12",
"48642","not recorded",,1,"John Wieczorek","2020-05-12",
"48643","not recorded",,1,"John Wieczorek","2020-05-12",
"48644","not recorded",,1,"John Wieczorek","2020-05-12",
"48645","not recorded",,1,"John Wieczorek","2020-05-12",
"48646","not recorded",,1,"John Wieczorek","2020-05-12",
"48647","not recorded",,1,"John Wieczorek","2020-05-12",
"48648","not recorded",,1,"John Wieczorek","2020-05-12",
"48649","not recorded",,1,"John Wieczorek","2020-05-12",
"48650","not recorded",,1,"John Wieczorek","2020-05-12",
"48652","not recorded",,1,"John Wieczorek","2020-05-12",
"48653","not recorded",,1,"John Wieczorek","2020-05-12",
"48654","not recorded",,1,"John Wieczorek","2020-05-12",
"48655","not recorded",,1,"John Wieczorek","2020-05-12",
"48656","not recorded",,1,"John Wieczorek","2020-05-12",
"48657","not recorded",,1,"John Wieczorek","2020-05-12",
"48658","not recorded",,1,"John Wieczorek","2020-05-12",
"48659","not recorded",,1,"John Wieczorek","2020-05-12",
"48660","not recorded",,1,"John Wieczorek","2020-05-12",
"48661","not recorded",,1,"John Wieczorek","2020-05-12",
"48662","not recorded",,1,"John Wieczorek","2020-05-12",
"48663","not recorded",,1,"John Wieczorek","2020-05-12",
"48664","not recorded",,1,"John Wieczorek","2020-05-12",
"48665","not recorded",,1,"John Wieczorek","2020-05-12",
"48666","not recorded",,1,"John Wieczorek","2020-05-12",
"48667","not recorded",,1,"John Wieczorek","2020-05-12",
"48668","not recorded",,1,"John Wieczorek","2020-05-12",
"48669","not recorded",,1,"John Wieczorek","2020-05-12",
"48670","not recorded",,1,"John Wieczorek","2020-05-12",
"48671","not recorded",,1,"John Wieczorek","2020-05-12",
"48672","not recorded",,1,"John Wieczorek","2020-05-12",
"48673","not recorded",,1,"John Wieczorek","2020-05-12",
"48674","not recorded",,1,"John Wieczorek","2020-05-12",
"48675","not recorded",,1,"John Wieczorek","2020-05-12",
"48676","not recorded",,1,"John Wieczorek","2020-05-12",
"48677","not recorded",,1,"John Wieczorek","2020-05-12",
"48678","not recorded",,1,"John Wieczorek","2020-05-12",
"48679","not recorded",,1,"John Wieczorek","2020-05-12",
"48680","not recorded",,1,"John Wieczorek","2020-05-12",
"48681","not recorded",,1,"John Wieczorek","2020-05-12",
"48682","not recorded",,1,"John Wieczorek","2020-05-12",
"48683","not recorded",,1,"John Wieczorek","2020-05-12",
"48684","not recorded",,1,"John Wieczorek","2020-05-12",
"48685","not recorded",,1,"John Wieczorek","2020-05-12",
"48686","not recorded",,1,"John Wieczorek","2020-05-12",
"48687","not recorded",,1,"John Wieczorek","2020-05-12",
"48688","not recorded",,1,"John Wieczorek","2020-05-12",
"48689","not recorded",,1,"John Wieczorek","2020-05-12",
"48690","not recorded",,1,"John Wieczorek","2020-05-12",
"48691","not recorded",,1,"John Wieczorek","2020-05-12",
"48692","not recorded",,1,"John Wieczorek","2020-05-12",
"48693","not recorded",,1,"John Wieczorek","2020-05-12",
"48694","not recorded",,1,"John Wieczorek","2020-05-12",
"48695","not recorded",,1,"John Wieczorek","2020-05-12",
"48696","not recorded",,1,"John Wieczorek","2020-05-12",
"48697","not recorded",,1,"John Wieczorek","2020-05-12",
"48698","not recorded",,1,"John Wieczorek","2020-05-12",
"48699","not recorded",,1,"John Wieczorek","2020-05-12",
"48700","not recorded",,1,"John Wieczorek","2020-05-12",
"48701","not recorded",,1,"John Wieczorek","2020-05-12",
"48703","not recorded",,1,"John Wieczorek","2020-05-12",
"48704","not recorded",,1,"John Wieczorek","2020-05-12",
"48705","not recorded",,1,"John Wieczorek","2020-05-12",
"48706","not recorded",,1,"John Wieczorek","2020-05-12",
"48707","not recorded",,1,"John Wieczorek","2020-05-12",
"48708","not recorded",,1,"John Wieczorek","2020-05-12",
"48709","not recorded",,1,"John Wieczorek","2020-05-12",
"48710","not recorded",,1,"John Wieczorek","2020-05-12",
"48711","not recorded",,1,"John Wieczorek","2020-05-12",
"48712","not recorded",,1,"John Wieczorek","2020-05-12",
"48713","not recorded",,1,"John Wieczorek","2020-05-12",
"48714","not recorded",,1,"John Wieczorek","2020-05-12",
"48715","not recorded",,1,"John Wieczorek","2020-05-12",
"48716","not recorded",,1,"John Wieczorek","2020-05-12",
"48717","not recorded",,1,"John Wieczorek","2020-05-12",
"48718","not recorded",,1,"John Wieczorek","2020-05-12",
"48719","not recorded",,1,"John Wieczorek","2020-05-12",
"48720","not recorded",,1,"John Wieczorek","2020-05-12",
"48721","not recorded",,1,"John Wieczorek","2020-05-12",
"48722","not recorded",,1,"John Wieczorek","2020-05-12",
"48723","not recorded",,1,"John Wieczorek","2020-05-12",
"48724","not recorded",,1,"John Wieczorek","2020-05-12",
"48725","not recorded",,1,"John Wieczorek","2020-05-12",
"48726","not recorded",,1,"John Wieczorek","2020-05-12",
"48727","not recorded",,1,"John Wieczorek","2020-05-12",
"48728","not recorded",,1,"John Wieczorek","2020-05-12",
"48729","not recorded",,1,"John Wieczorek","2020-05-12",
"48730","not recorded",,1,"John Wieczorek","2020-05-12",
"48731","not recorded",,1,"John Wieczorek","2020-05-12",
"48732","not recorded",,1,"John Wieczorek","2020-05-12",
"48733","not recorded",,1,"John Wieczorek","2020-05-12",
"48734","not recorded",,1,"John Wieczorek","2020-05-12",
"48735","not recorded",,1,"John Wieczorek","2020-05-12",
"48736","not recorded",,1,"John Wieczorek","2020-05-12",
"48737","not recorded",,1,"John Wieczorek","2020-05-12",
"48738","not recorded",,1,"John Wieczorek","2020-05-12",
"48739","not recorded",,1,"John Wieczorek","2020-05-12",
"48740","not recorded",,1,"John Wieczorek","2020-05-12",
"48741","not recorded",,1,"John Wieczorek","2020-05-12",
"48742","not recorded",,1,"John Wieczorek","2020-05-12",
"48743","not recorded",,1,"John Wieczorek","2020-05-12",
"48744","not recorded",,1,"John Wieczorek","2020-05-12",
"48745","not recorded",,1,"John Wieczorek","2020-05-12",
"48746","not recorded",,1,"John Wieczorek","2020-05-12",
"48747","not recorded",,1,"John Wieczorek","2020-05-12",
"48748","not recorded",,1,"John Wieczorek","2020-05-12",
"48749","not recorded",,1,"John Wieczorek","2020-05-12",
"48750","not recorded",,1,"John Wieczorek","2020-05-12",
"48751","not recorded",,1,"John Wieczorek","2020-05-12",
"48752","not recorded",,1,"John Wieczorek","2020-05-12",
"48753","not recorded",,1,"John Wieczorek","2020-05-12",
"48754","not recorded",,1,"John Wieczorek","2020-05-12",
"48755","not recorded",,1,"John Wieczorek","2020-05-12",
"48756","not recorded",,1,"John Wieczorek","2020-05-12",
"48757","not recorded",,1,"John Wieczorek","2020-05-12",
"48758","not recorded",,1,"John Wieczorek","2020-05-12",
"48759","not recorded",,1,"John Wieczorek","2020-05-12",
"48760","not recorded",,1,"John Wieczorek","2020-05-12",
"48761","not recorded",,1,"John Wieczorek","2020-05-12",
"48762","not recorded",,1,"John Wieczorek","2020-05-12",
"48763","not recorded",,1,"John Wieczorek","2020-05-12",
"48764","not recorded",,1,"John Wieczorek","2020-05-12",
"48765","not recorded",,1,"John Wieczorek","2020-05-12",
"48766","not recorded",,1,"John Wieczorek","2020-05-12",
"48767","not recorded",,1,"John Wieczorek","2020-05-12",
"48768","not recorded",,1,"John Wieczorek","2020-05-12",
"48769","not recorded",,1,"John Wieczorek","2020-05-12",
"48770","not recorded",,1,"John Wieczorek","2020-05-12",
"48771","not recorded",,1,"John Wieczorek","2020-05-12",
"48772","not recorded",,1,"John Wieczorek","2020-05-12",
"48773","not recorded",,1,"John Wieczorek","2020-05-12",
"48774","not recorded",,1,"John Wieczorek","2020-05-12",
"48775","not recorded",,1,"John Wieczorek","2020-05-12",
"48776","not recorded",,1,"John Wieczorek","2020-05-12",
"48777","not recorded",,1,"John Wieczorek","2020-05-12",
"48778","not recorded",,1,"John Wieczorek","2020-05-12",
"48779","not recorded",,1,"John Wieczorek","2020-05-12",
"48780","not recorded",,1,"John Wieczorek","2020-05-12",
"48781","not recorded",,1,"John Wieczorek","2020-05-12",
"48782","not recorded",,1,"John Wieczorek","2020-05-12",
"48783","not recorded",,1,"John Wieczorek","2020-05-12",
"48784","not recorded",,1,"John Wieczorek","2020-05-12",
"48785","not recorded",,1,"John Wieczorek","2020-05-12",
"48786","not recorded",,1,"John Wieczorek","2020-05-12",
"48787","not recorded",,1,"John Wieczorek","2020-05-12",
"48788","not recorded",,1,"John Wieczorek","2020-05-12",
"48789","not recorded",,1,"John Wieczorek","2020-05-12",
"48790","not recorded",,1,"John Wieczorek","2020-05-12",
"48791","not recorded",,1,"John Wieczorek","2020-05-12",
"48792","not recorded",,1,"John Wieczorek","2020-05-12",
"48793","not recorded",,1,"John Wieczorek","2020-05-12",
"48794","not recorded",,1,"John Wieczorek","2020-05-12",
"48795","not recorded",,1,"John Wieczorek","2020-05-12",
"48796","not recorded",,1,"John Wieczorek","2020-05-12",
"48797","not recorded",,1,"John Wieczorek","2020-05-12",
"48798","not recorded",,1,"John Wieczorek","2020-05-12",
"48799","not recorded",,1,"John Wieczorek","2020-05-12",
"48800","not recorded",,1,"John Wieczorek","2020-05-12",
"48801","not recorded",,1,"John Wieczorek","2020-05-12",
"48802","not recorded",,1,"John Wieczorek","2020-05-12",
"48803","not recorded",,1,"John Wieczorek","2020-05-12",
"48804","not recorded",,1,"John Wieczorek","2020-05-12",
"48805","not recorded",,1,"John Wieczorek","2020-05-12",
"48806","not recorded",,1,"John Wieczorek","2020-05-12",
"48807","not recorded",,1,"John Wieczorek","2020-05-12",
"48808","not recorded",,1,"John Wieczorek","2020-05-12",
"48809","not recorded",,1,"John Wieczorek","2020-05-12",
"48810","not recorded",,1,"John Wieczorek","2020-05-12",
"48811","not recorded",,1,"John Wieczorek","2020-05-12",
"48812","not recorded",,1,"John Wieczorek","2020-05-12",
"48813","not recorded",,1,"John Wieczorek","2020-05-12",
"48814","not recorded",,1,"John Wieczorek","2020-05-12",
"48815","not recorded",,1,"John Wieczorek","2020-05-12",
"48816","not recorded",,1,"John Wieczorek","2020-05-12",
"48817","not recorded",,1,"John Wieczorek","2020-05-12",
"48818","not recorded",,1,"John Wieczorek","2020-05-12",
"48819","not recorded",,1,"John Wieczorek","2020-05-12",
"48820","not recorded",,1,"John Wieczorek","2020-05-12",
"48821","not recorded",,1,"John Wieczorek","2020-05-12",
"48822","not recorded",,1,"John Wieczorek","2020-05-12",
"48823","not recorded",,1,"John Wieczorek","2020-05-12",
"48824","not recorded",,1,"John Wieczorek","2020-05-12",
"48825","not recorded",,1,"John Wieczorek","2020-05-12",
"48826","not recorded",,1,"John Wieczorek","2020-05-12",
"48827","not recorded",,1,"John Wieczorek","2020-05-12",
"48828","not recorded",,1,"John Wieczorek","2020-05-12",
"48829","not recorded",,1,"John Wieczorek","2020-05-12",
"48830","not recorded",,1,"John Wieczorek","2020-05-12",
"48831","not recorded",,1,"John Wieczorek","2020-05-12",
"48832","not recorded",,1,"John Wieczorek","2020-05-12",
"48833","not recorded",,1,"John Wieczorek","2020-05-12",
"48834","not recorded",,1,"John Wieczorek","2020-05-12",
"48835","not recorded",,1,"John Wieczorek","2020-05-12",
"48836","not recorded",,1,"John Wieczorek","2020-05-12",
"48837","not recorded",,1,"John Wieczorek","2020-05-12",
"48838","not recorded",,1,"John Wieczorek","2020-05-12",
"48839","not recorded",,1,"John Wieczorek","2020-05-12",
"48840","not recorded",,1,"John Wieczorek","2020-05-12",
"48841","not recorded",,1,"John Wieczorek","2020-05-12",
"48842","not recorded",,1,"John Wieczorek","2020-05-12",
"48843","not recorded",,1,"John Wieczorek","2020-05-12",
"48844","not recorded",,1,"John Wieczorek","2020-05-12",
"48845","not recorded",,1,"John Wieczorek","2020-05-12",
"48846","not recorded",,1,"John Wieczorek","2020-05-12",
"48847","not recorded",,1,"John Wieczorek","2020-05-12",
"48848","not recorded",,1,"John Wieczorek","2020-05-12",
"48849","not recorded",,1,"John Wieczorek","2020-05-12",
"48850","not recorded",,1,"John Wieczorek","2020-05-12",
"48851","not recorded",,1,"John Wieczorek","2020-05-12",
"48852","not recorded",,1,"John Wieczorek","2020-05-12",
"48853","not recorded",,1,"John Wieczorek","2020-05-12",
"48854","not recorded",,1,"John Wieczorek","2020-05-12",
"48855","not recorded",,1,"John Wieczorek","2020-05-12",
"48856","not recorded",,1,"John Wieczorek","2020-05-12",
"48857","not recorded",,1,"John Wieczorek","2020-05-12",
"48858","not recorded",,1,"John Wieczorek","2020-05-12",
"48859","not recorded",,1,"John Wieczorek","2020-05-12",
"48860","not recorded",,1,"John Wieczorek","2020-05-12",
"48861","not recorded",,1,"John Wieczorek","2020-05-12",
"48862","not recorded",,1,"John Wieczorek","2020-05-12",
"48863","not recorded",,1,"John Wieczorek","2020-05-12",
"48864","not recorded",,1,"John Wieczorek","2020-05-12",
"48865","not recorded",,1,"John Wieczorek","2020-05-12",
"48866","not recorded",,1,"John Wieczorek","2020-05-12",
"48867","not recorded",,1,"John Wieczorek","2020-05-12",
"48868","not recorded",,1,"John Wieczorek","2020-05-12",
"48869","not recorded",,1,"John Wieczorek","2020-05-12",
"48870","not recorded",,1,"John Wieczorek","2020-05-12",
"48871","not recorded",,1,"John Wieczorek","2020-05-12",
"48872","not recorded",,1,"John Wieczorek","2020-05-12",
"48873","not recorded",,1,"John Wieczorek","2020-05-12",
"48874","not recorded",,1,"John Wieczorek","2020-05-12",
"48875","not recorded",,1,"John Wieczorek","2020-05-12",
"48876","not recorded",,1,"John Wieczorek","2020-05-12",
"48877","not recorded",,1,"John Wieczorek","2020-05-12",
"48878","not recorded",,1,"John Wieczorek","2020-05-12",
"48879","not recorded",,1,"John Wieczorek","2020-05-12",
"48880","not recorded",,1,"John Wieczorek","2020-05-12",
"48881","not recorded",,1,"John Wieczorek","2020-05-12",
"48882","not recorded",,1,"John Wieczorek","2020-05-12",
"48883","not recorded",,1,"John Wieczorek","2020-05-12",
"48884","not recorded",,1,"John Wieczorek","2020-05-12",
"48885","not recorded",,1,"John Wieczorek","2020-05-12",
"48886","not recorded",,1,"John Wieczorek","2020-05-12",
"48887","not recorded",,1,"John Wieczorek","2020-05-12",
"48888","not recorded",,1,"John Wieczorek","2020-05-12",
"48889","not recorded",,1,"John Wieczorek","2020-05-12",
"48890","not recorded",,1,"John Wieczorek","2020-05-12",
"48891","not recorded",,1,"John Wieczorek","2020-05-12",
"48892","not recorded",,1,"John Wieczorek","2020-05-12",
"48893","not recorded",,1,"John Wieczorek","2020-05-12",
"48894","not recorded",,1,"John Wieczorek","2020-05-12",
"48895","not recorded",,1,"John Wieczorek","2020-05-12",
"48896","not recorded",,1,"John Wieczorek","2020-05-12",
