verbatimReproductiveCondition	standardReproductiveCondition	standard	checked
4 embs/2R/2L		0	0
4 embs/2R/2L/cr=14mm		0	0
4 embs/2R/2L/cr=1mm		0	0
4 embs/2R/2L/cr=7mm		0	0
4 embs/2R/2L/cr=8mm		0	0
4 embs/2R+2L/cr = X 23 mm		0	0
4 embs/3R/1L		0	0
4 embs/4 L/cr = 7 mm		0	0
4 embs/4R		0	0
4 embs/4R + 0L/cr = X 9mm		0	0
4 embs/cr - 10 mm		0	0
4 embs/cr - 2 mm		0	0
4 embs/cr - 3 mm		0	0
4 embs/cr - X 1 mm		0	0
4 embs/cr - X 11 mm		0	0
4 embs/cr - X 2 mm		0	0
4 embs/cr = 18 mm		0	0
4 embs/cr = 6 mm		0	0
4 embs/cr = X 25 mm		0	0
4 embs/cr = X 3 mm		0	0
4 embs/cr = X 7 mm		0	0
4 embs/cr X 17 mm		0	0
4 embs: 10mm		0	0
4 embs: 12mm		0	0
4 embs: 18x12mm = 5g		0	0
4 embs: 1lf,3rt		0	0
4 embs: 1lf,3rt = 2mm		0	0
4 embs: 1R, 3L, CR=20mm		0	0
4 embs: 1rt&3lf, undev		0	0
4 embs: 2 R, 2 L		0	0
4 embs: 2(L)&2(R)=11mm		0	0
4 embs: 2(L)&2(R)=15mm		0	0
4 embs: 2(L)&2(R)=23mm		0	0
4 embs: 2(L)&2(R)=33g		0	0
4 embs: 2(L); 2(R)		0	0
4 embs: 2(R) & 2(L)		0	0
4 embs: 2(R)&2(L)		0	0
4 embs: 2(R)&2(L):CR=5mm		0	0
4 embs: 2(R)&2(L)=17mm		0	0
4 embs: 2(R)&2(L)=23mm		0	0
4 embs: 2(R)&2(L)=9mm		0	0
4 embs: 2L&2R =8mm		0	0
4 embs: 2L&2R=10mm		0	0
4 embs: 2L&2R=18mm		0	0
4 embs: 2L&2R=19mm		0	0
4 embs: 2L&2R=5mm		0	0
4 embs: 2lf&2rt=11mm		0	0
4 embs: 2lf&2rt=13mm		0	0
4 embs: 2lf&2rt=3mm		0	0
4 embs: 2lf&2rt=7mm		0	0
4 embs: 2R & 2L; CR=28mm		0	0
4 embs: 2R & 2L; CR=6mm		0	0
4 embs: 2R&2L		0	0
4 embs: 2rt & 2lf		0	0
4 embs: 2rt&2lf		0	0
4 embs: 2rt&2lf, cr=11mm		0	0
4 embs: 2rt&2lf, cr=17mm		0	0
4 embs: 2rt&2lf, undev		0	0
4 embs: 3 R, 1 L; 21 mm		0	0
4 embs: 3(R)&1(L); undev		0	0
4 embs: 3mm		0	0
4 embs: 3R, 1L, CR=5mm		0	0
4 embs: 5mm		0	0
4 embs: 6mm		0	0
4 embs: 7mm		0	0
4 embs: CR=21mm		0	0
4 embs: CR=25mm		0	0
4 embs: CR=5mm		0	0
4 embs:1(L),3(R)=9mm		0	0
4 embs:2(L)&2(R):CR=20mm		0	0
4 embs:2(L)&2(R); CR=14mm		0	0
4 embs:2(L)&2(R); CR=18mm		0	0
4 embs:2(L),2(R); CR=16mm		0	0
4 embs:2(L)=4mm;2(R)=2mm		0	0
4 embs:2(R)&2(L):CR=6mm		0	0
4 embs:2(R)&2(L); CR=5mm		0	0
4 embs:2(R)&2(L)=5mm		0	0
4 embs:2(R))&2(L)		0	0
4 embs:2R,2L=16mm		0	0
4 embs:3(L),1(R);CR=290mm		0	0
4 embs:30mm		0	0
4 embs:3R,1L:5mm		0	0
4 embs; 3L,1R=6mm		0	0
4 embs; CR=9mm		0	0
4 embs;1(R),3(L): 23mm		0	0
4 emryos		0	0
4 mammae		0	0
4 mm		0	0
4 oviducal eggs		0	0
4 pac scars		0	0
4 pac scars, lact		0	0
4 plac scar		0	0
4 plac scar 1L 3R		0	0
4 plac scar 2L 2R		0	0
4 plac scar; mother of ROMM 100732, FN33625		0	0
4 plac scarS		0	0
4 placental scars		0	0
4 pouch young		0	0
4 pouch young; CR-14		0	0
4 pouch young; CR-15		0	0
4 pouch young; CR-38		0	0
4 pouch young; mother of ROMM 31616, 31617, 31618, 31619		0	0
4 scars		0	0
4 scars (lact)		0	0
4 scars, 1R 3L		0	0
4 scars, mamm lg		0	0
4 scars: 1lf,3rt		0	0
4 scars: 2(R) & 2(L)		0	0
4 scars: 3rt,1lf		0	0
4 scars:2(R)&2(L), lact		0	0
4 scars:2(R),2(L)		0	0
4 sm. embryo; not lact.		0	0
4 small embryos		0	0
4 teats post lac.		0	0
4 undev embs: 3(R)&1(L)		0	0
4 well-developed fetuses;		0	0
4 x 2 mm		0	0
4 yolk-filled follicles		0	0
4 young		0	0
4 young in pouch		0	0
4.5 x 3.5		0	0
4.8x9.5mm [=lgst ovum?]		0	0
4-E		0	0
4embs 15x11	pregnant	0	1
4L, 1R placental scars		0	0
4R, 2L emb.		0	0
4R, 2L Embryos		0	0
4R, 2L placental scars		0	0
4R, 2L, CR (crown-rump length) =14		0	0
4R, 2L, CR (crown-rump length) =22		0	0
4R, 2L, CR (crown-rump length) =23		0	0
4R, 3L placental scars		0	0
4R, 4L uterine scars		0	0
4R, 5 L emb		0	0
4R, 5L, placental scars		0	0
4rt, 2lt embs		0	0
4x2, L; 3x3, R		0	0
5 = X 9 mm		0	0
5 emb		0	0
5 emb 2L 3R; CR 35		0	0
5 emb 3L 2R; mammary tissue present		0	0
5 emb; 1L 4R; CR-22; lactating		0	0
5 emb; 1L 4R; CR-9		0	0
5 emb; 3L 2R; CR-10		0	0
5 emb; 3L 2R; CR-11		0	0
5 emb; 3L 2R; CR-2		0	0
5 emb; 3L 2R; CR-4		0	0
5 emb; 4L 1R		0	0
5 emb; 5L 0R; CR-7		0	0
5 emb; CR-10		0	0
5 emb; CR-11		0	0
5 emb; CR-14		0	0
5 emb; CR-16		0	0
5 emb; CR-21		0	0
5 Embryo		0	0
5 embryos		0	0
5 embryos (10 mm)		0	0
5 embryos, 14mm		0	0
5 embryos, 1mm		0	0
5 embryos, 21mm long		0	0
5 embryos, 25mm		0	0
5 embryos, 26 mm		0	0
5 embryos, 3 left, 2 right		0	0
5 embryos, 4 mm		0	0
5 embryos, 45mm, FPG-17 days		0	0
5 embryos, 8mm		0	0
5 embryos, lactating		0	0
5 embryos, near term		0	0
5 embryos, very small;		0	0
5 embs		0	0
5 embs, 3R, 2L, 5 mm		0	0
5 embs.		0	0
5 embs., cr = 20 mm		0	0
5 embs./cr = 93 mm		0	0
5 embs/2 R/2 L/cr = 4 mm		0	0
5 embs/2 R/3 L/cr = 16 mm		0	0
5 embs/2L/3R/cr= 25mm		0	0
5 embs/2R/3R/cr=22mm		0	0
5 embs/3 R/2 L/cr = 5 mm		0	0
5 embs/3R/2L		0	0
5 embs/3R/2L/cr=15mm		0	0
5 embs/4L/1R		0	0
5 embs/4R/1L/cr=10mm		0	0
5 embs/4R+1L/cr= 3 mm		0	0
5 embs/cr - X 1 mm		0	0
5 embs/cr - X 10 mm		0	0
5 embs/cr = 10 mm		0	0
5 embs/cr = 5 mm		0	0
5 embs/cr = 8 mm		0	0
5 embs/cr = X 24 mm		0	0
5 embs/cr= 13 mm		0	0
5 embs/cr= 7mm		0	0
5 embs/lact/2R+3L/cr=15mm		0	0
5 embs: 10x8mm		0	0
5 embs: 12x9mm		0	0
5 embs: 14 mm		0	0
5 embs: 15mm		0	0
5 embs: 1lf,4rt = 4mm		0	0
5 embs: 2(R)&3(L)=5mm		0	0
5 embs: 26x13mm=15g		0	0
5 embs: 2R & 3L; CR=28mm		0	0
5 embs: 2R,3L		0	0
5 embs: 2rt & 3lf (small)		0	0
5 embs: 2rt&3lf		0	0
5 embs: 2rt&3lf, cr=19mm		0	0
5 embs: 2rt&3lf, cr=21mm		0	0
5 embs: 2rt&3lf, undev		0	0
5 embs: 3(R)&2(L), undev		0	0
5 embs: 3(R)&2(L): CR=1mm		0	0
5 embs: 3(R)&2(L):CR=3mm		0	0
5 embs: 3(R)&2(L):CR=4mm		0	0
5 embs: 3lf&2rt=4mm		0	0
5 embs: 3lf&2rt=5mm		0	0
5 embs: 3mm		0	0
5 embs: 3R, 2L (CR=6mm)		0	0
5 embs: 3rt&2lf		0	0
5 embs: 3rt&2lf, undev		0	0
5 embs: 4(R)&1(L): CR=2mm		0	0
5 embs: 4mm		0	0
5 embs: 4rt,1lf =2mm		0	0
5 embs: CR=22mm		0	0
5 embs: CR=2mm		0	0
5 embs:12mm		0	0
5 embs:19mm		0	0
5 embs:2L&3R, CR=12mm		0	0
5 embs:3(L),2(R);6mm		0	0
5 embs:3(R)&2(L):CR=0.5mm		0	0
5 embs:3(R),2(L);10mm		0	0
5 embs:3lf&2rt=4mm		0	0
5 embs:4(L),1(R);10mm		0	0
5 pac scars, lact		0	0
5 pac scars: 2(R)&3(L)		0	0
5 pac scars: 2rt&3lf		0	0
5 pac scars: 3(R)&2(L)		0	0
5 pac scars:3(R)&2(L)		0	0
5 pac.scars:3(R)&2(L)		0	0
5 PLAC SC		0	0
5 plac scar		0	0
5 plac scar 2L 3R		0	0
5 plac scar 2L 3R; mammary tissue present		0	0
5 plac scar 2L 3R; mammary tissue present; not lactating		0	0
5 plac scar 2L 3R; mammary tissue present; not lactating; teats visible		0	0
5 plac scar 3L 2R		0	0
5 plac scar 3L 2R; MAMMARY TISSSUE ABSENT; not lactating		0	0
5 plac scar 3L 2R; mammary tissue present; not lactating		0	0
5 plac scar 4L 1R		0	0
5 plac scar 4L 1R; mammary tissue present; lactating		0	0
5 placental scars		0	0
5 pouch young		0	0
5 pouch young; CR-42		0	0
5 prs mammae		0	0
5 scars (lact)		0	0
5 scars: 1lf,4rt		0	0
5 scars: 2lf,3rt		0	0
5 scars: 3L, 2R		0	0
5 scars: 3lf,2rt		0	0
5 scars:3(R),2(L); Lact		0	0
5 young		0	0
5 young in pouch		0	0
5.0 x 4.0		0	0
5.5 by 4.5 mm		0	0
5-E		0	0
5embs 10x8	pregnant	0	1
5embs 30x15	pregnant	0	1
6 CORPRA LUTEA		0	0
6 eggs in oviducts		0	0
6 eggs laid; 20 shelled eggs (largest ovum = 21 mm) and multiple unshelled eggs found within the abdominal cavity		0	0
6 emb		0	0
6 emb 3L 3R; CR-12		0	0
6 emb 3L 3R; CR-2		0	0
6 emb 3L 3R; CR-28; CR-21		0	0
6 emb 3L 3R; CR-3		0	0
6 emb 3L 3R; CR-5.5		0	0
6 emb., cr = 4 mm		0	0
6 emb/6R/cr=12mm		0	0
6 emb; CR-15, L		0	0
6 emb; CR-3		0	0
6 emb; CR-30		0	0
6 embryo x 14,2L,4R		0	0
6 embryos		0	0
6 embryos too small to measure		0	0
6 embryos, 1/2 developed;		0	0
6 embryos, 12mm		0	0
6 embryos, 15mm long		0	0
6 embryos, 18mm		0	0
6 embryos, 24mm		0	0
6 embryos, 3mm		0	0
6 embryos, about 1 week, 4 mammae		0	0
6 embryos: 3 R, 3 L; CR= 2 mm		0	0
6 embryos;		0	0
6 embs		0	0
6 embs, 13 mm		0	0
6 embs/2 R/4 L/cr < 2 mm		0	0
6 embs/2 R/4 L/cr = 13 mm		0	0
6 embs/3 R/3 L/cr = 7 mm		0	0
6 embs/3 R/3 L/cr = 9 mm		0	0
6 embs/3R/3L		0	0
6 embs/3R/3L/cr=15mm		0	0
6 embs/3R/3L/cr=3mm		0	0
6 embs/4 R/2 L/cr = 24 mm		0	0
6 embs/4R/2L/cr=11mm		0	0
6 embs/4R/2L/cr=21mm		0	0
6 embs/4R+2L/cr=X 11 mm		0	0
6 embs/5R/1L/cr=20mm		0	0
6 embs/cr = X 12 mm		0	0
6 embs: 10mm		0	0
6 embs: 20mm		0	0
6 embs: 3(L)&3(R)=19mm		0	0
6 embs: 3(R) & 3(L)=1mm		0	0
6 embs: 3(R)&3(L)		0	0
6 embs: 3(R)&3(L):CR=2mm		0	0
6 embs: 3lf & 3rt x 19mm		0	0
6 embs: 3R & 3L		0	0
6 embs: 3R,3L; CR=2 mm		0	0
6 embs: 4mm		0	0
6 embs: 4rt&2lf		0	0
6 embs: 5mm		0	0
6 embs: 8mm		0	0
6 embs: well developed		0	0
6 embs:11mm		0	0
6 embs:2(L)&4		0	0
6 embs:2(L)&4®		0	0
6 embs:2(L),4(R)=1mm		0	0
6 embs:3(L)&3(R), no lact		0	0
6 embs:4(L)&2(R):CR=20mm		0	0
6 embs:4(L)&2(R);11mm		0	0
6 embs:CR=18mm		0	0
6 embs:CR=9mm		0	0
6 pac scars, lact		0	0
6 pac scars; lactating		0	0
6 pac. scars: (2 & 4)		0	0
6 pac. scars: 4 & 2		0	0
6 pectoral and 4 inguinal mammae		0	0
6 PLAC SC		0	0
6 plac scar		0	0
6 plac scar 2L 4R		0	0
6 plac scar 3L 3R		0	0
6 plac scar 4L 2R		0	0
6 plac scar 4L 2R; mammary tissue present; lactating		0	0
6 pouch young; CR-60		0	0
6 scars		0	0
6 scars: 3 L, 3 R		0	0
6 scars: 3 R, 3 L		0	0
6 scars: 3lf, 3rt; lact.		0	0
6 scars: 3lf,3rt		0	0
6 small embryos;		0	0
6 undev embs in oviducts		0	0
6 well dev. embs		0	0
6 x 5		0	0
6 yg in pouch		0	0
6 young WITH ADULT FEMALES		0	0
6 young; mother of ROMM 12704		0	0
6.0x4.0 mm		0	0
6-7 months old		0	0
6-8mm emb		0	0
7 26mm embryos		0	0
7 emb 3L 4R		0	0
7 emb 4L 3R		0	0
7 emb; CR-19		0	0
7 emb; CR-2.5		0	0
7 emb; CR-9		0	0
7 embryos		0	0
7 embs		0	0
7 embs, 12mm		0	0
7 embs/2R/5L/cr=15mm		0	0
7 embs/3R/3l/1C		0	0
7 embs/4R/3L/cr= 11mm		0	0
7 embs: 3lf & 4rt x 20mm		0	0
7 embs: 4L&3R; CR=12mm		0	0
7 embs: 4R, 3L (CR=4mm)		0	0
7 embs:3(L),4(R); CR=5mm		0	0
7 embs; 4rt,3lf=10mm		0	0
7 embs; CR=7mm		0	0
7 mm		0	0
7 pac. scars: (4 & 3)		0	0
7 PLAC SC		0	0
7 plac scar		0	0
7 plac scar 3L 4R		0	0
7 plac scar 4L 3R		0	0
7 placental scars		0	0
7 pouch young		0	0
7 unpigmented eggs		0	0
7 x 3 mm		0	0
7 x 5 mm		0	0
7 x 6 mm		0	0
7 young		0	0
8 embryos		0	0
8 embryos, 20-30 mm		0	0
8 embs: 1lf & 7rt x 4mm		0	0
8 embs: 4L,4R; CR=14mm		0	0
8 embs: 4mm		0	0
8 embs: 5(L),3(R); CR=6mm		0	0
8 embs: 5(R) & 3(L)		0	0
8 embs: 6mm		0	0
8 embs:/CR=7mm		0	0
8 embs:2mm		0	0
8 embs:5L,3R=4mm		0	0
8 embs; 10 mm		0	0
8 embs; 9 mm		0	0
8 ova, lgst ovum=1.5mm		0	0
8 pac. scars: (5 & 3)		0	0
8 pac. scars: 5 & 3		0	0
8 plac scar		0	0
8 plac scar 4L 4R		0	0
8 placental scars		0	0
8 pouch young		0	0
8 tests		0	0
8 X 4 mm = left testis		0	0
8 x 5 mm		0	0
8 x 6 mm		0	0
8, no emb.		0	0
8-10 mm		0	0
8embs 11x7	pregnant	0	1
9  placental scars		0	0
9 embryos		0	0
9 embryos, 3mm, 5 left, 4 right		0	0
9 embs/6 R/3 L/cr < 3 mm		0	0
9 pac. scars: (5 & 4)		0	0
9 plac scar		0	0
9 pouch young; CR- 26		0	0
9 pouch young; CR-47		0	0
9 x 6 mm		0	0
9+ years old		0	0
9no gonad data]		0	0
A	unknown	0	1
A lac	lactating	0	1
A preñ.	pregnant	0	1
A probablemente post-lactando	probably post-lactating	0	1
A T 2*4	unknown	0	1
A T 3*2	unknown	0	1
A T 4*5	unknown	0	1
A T 5*4	unknown	0	1
A t 5x3	unknown	0	1
A T 6*4	unknown	0	1
A T8x6	unknown	0	1
A t9mm	unknown	0	1
A TE 16x10	scrotal testicles	0	1
A TES	scrotal testicles	0	1
abd.		0	0
abd. 2605		0	0
ABDOMEN DAMAGED - COULD NOT SEX.		0	0
ABDOMEN DAMAGED, UNABLE TO SEX.		0	0
abdomen looks like breeding ovaries slightly enlarged		0	0
abdominal		0	0
aborted		0	0
aborted 1 young		0	0
Active, turg.		0	0
AD	unknown	0	1
Ad t 4x2	unknown	0	1
ad., T=9x5mm		0	0
Adult		0	0
Adult (Dry shell)		0	0
Adult Female		0	0
Adult Female (gravid)		0	0
Adult Female w/ 12 eggs (eegs lost)		0	0
Adult Female, 29.9 g, Skin clip DNA taken		0	0
Adult Female, 521g, SVL 1120 mm, tail 307 mm		0	0
Adult Female, gravid		0	0
Adult Female, laid 4 eggs 25-26 June		0	0
Adult Female, liver tissue taken		0	0
Adult female, SVL 179 mm, tail 279, 210 g		0	0
Adult Female, SVL 182 mm, Tail 38		0	0
Adult Female, SVL 600 mm, tail 172 mm, 88g		0	0
Adult Female, SVL 673mm, Tail 189mm, 200g.		0	0
Adult Female, Tissue-liver sample		0	0
Adult Male		0	0
Adult Male,  SVL 1020 mm, tail 95 mm, >300g		0	0
Adult Male, Liver tissue taken		0	0
Adult Male, Lver tissue taken		0	0
Adult Male, SVL 1453 mm, Tail 517mm, 1.1kg		0	0
Adult Male, SVL 163 mm, Tail 32.5 mm, 1857g		0	0
Adult Male, SVL 210 mm, tail 259 mm, >300g		0	0
Adult Male, SVL 560 mm, tail 290 mm		0	0
Adult Male, SVL 71 mm		0	0
Adult Male, Tissue at LSU		0	0
Adult Male, tissue-liver sample taken		0	0
Adult Male, Tissue-scale clips		0	0
Adult Male, total length (visual estimate) ca 1100 mm		0	0
Adult SVL 312mm,Tail 144mm		0	0
Adult tail clip tissue		0	0
Adult tail tissue clip		0	0
Adult with 1 embryo; CR (crown-rump length) = 30 mm		0	0
adult with 1 embryo; CR (crown-rump length) = 35 mm		0	0
Adult with tail clip tissue		0	0
Adult with tissue		0	0
Adult,  SVL 216 mm, tail 20 mm, 11g		0	0
Adult,  SVL 235 mm, tail 30 mm, 18g		0	0
adult, 1L-2R		0	0
Adult, 361 mm SVL, Tail 67 mm, 16.3g		0	0
Adult, 43 cm TL		0	0
adult, 5 embryos,17 mm		0	0
Adult, 64 cm total length		0	0
Adult, black phase		0	0
Adult, ca 65 cm total length		0	0
Adult, cereberus		0	0
Adult, female?		0	0
Adult, female? (short tail; did not capture or probe)		0	0
Adult, lactating		0	0
Adult, Liver Tissue		0	0
Adult, Liver tissue taken		0	0
adult, nipples		0	0
adult, no embryo		0	0
Adult, no embs		0	0
adult, no embs.		0	0
Adult, plac scars		0	0
Adult, skin clip tissue taken		0	0
Adult, SVL 235 mm		0	0
Adult, SVL 237mm, Tail 41 mm		0	0
Adult, SVL 265 mm, Tail 58 mm		0	0
Adult, SVL 63 mm, Tail 58 mm		0	0
Adult, SVL 633 mm, Tail 102.0 mm		0	0
Adult, tail tissue taken		0	0
adult, testes 9:9 mm		0	0
Adult, tissue (tail) taken		0	0
Adult, Tissue at LSU		0	0
Adult, Tissue liver sample		0	0
Adult, Tissue- scale clip		0	0
Adult, Tissue scale clips		0	0
Adult, tissue taken from left leg		0	0
Adult, tissue taken from right leg		0	0
Adult, Tissue-liver		0	0
Adult, Tissue-liver sample		0	0
Adult, Tissue-liver sample taken		0	0
Adult, Tissue-scale clips		0	0
Adult, TNE		0	0
Adult,Liver tissue taken		0	0
adult; 6 placental scars, 7 implantations, 4mm		0	0
Adulta	unknown	0	1
Adulta (multípara)	multiparous	0	1
Adulta Lac	lactating	0	1
Adulta, inactiva	inactive	0	1
Adulta, multipara, inactiva	inactive, multiparous	0	1
adulta, nudipara, preñada	nulliparous, pregnant	0	1
Adulto	unknown	0	1
Adulto (testículos abdominales)	abdominal testicles	0	1
Adulto: 4 mam abdominales	unknown	0	1
Adulto: lactante	lactating	0	1
Adutl		0	0
AI	inactive	0	1
Alac	lactating	0	1
Alces americanus		0	0
along highway in dry pines;		0	0
AM	multiparous	0	1
AMI	multiparous, inactive	0	1
AML?	lactating?	0	1
AMP	pregnant	0	1
Amplexing with UAZ50272		0	0
Amplexing with UAZ50273		0	0
Amul	multiparous	0	1
AN	nulliparous	0	1
ANI	inactive	0	1
AP	pregnant	0	1
apparently lactating;		0	0
APPEARS TO BE FEMALE.		0	0
Apre	pregnant	0	1
AT 3x2	unknown	0	1
ATA	unknown	0	1
ATE	scrotal testicles	0	1
baculum 102.1;		0	0
blood in uterus; adult		0	0
born 23 May 1948		0	0
Born 7/18/1971 to UAZ34319		0	0
Born 7/19/1971 from UAZ34328		0	0
breeding	breeding	1	1
brown spotted fan shelled egg (19x27mm) in left oviduct		0	0
by DNA analysis		0	0
by plumage		0	0
c		0	0
c, no emb.		0	0
ca.25 ova		0	0
CANCEROUS LUMP ON LEFT TESTIS.		0	0
CANNOT DETERMINE.		0	0
CANNOT SEX, DRY.		0	0
CANNOT SEX.		0	0
carrying new-born young;		0	0
carrying young joey (fem)		0	0
CCNO		0	0
COMMENT: 2 OVARIES? - K.C.PARKES.		0	0
COMMENT: 4 RUPTURED FOLLICLES, EGG IN DUCT, NO OTH		0	0
COMMENT: 4 RUPTURED FOLLICLES, EGG IN DUCT, NO OTHERS ENLARGED.		0	0
COMMENT: AT LEAST 16 YEARS OLD AT DEATH.		0	0
COMMENT: AT LEAST 7 YEARS OLD, ESTIMATED 8 YEARS.		0	0
COMMENT: CANCEROUS LUMP ON LEFT TESTIS.		0	0
COMMENT: CANNOT SEX.		0	0
COMMENT: COULD NOT ASCERTAIN SEX.		0	0
COMMENT: COULD NOT SEX INTERNALLY.		0	0
COMMENT: EITHER FEMALE OR IMMATURE MALE.		0	0
COMMENT: GONADS NOT FOUND.		0	0
COMMENT: GONADS REMOVED PREVIOUSLY.		0	0
COMMENT: IMMATURE OR FEMALE BY PLUMAGE [R.K.P.].		0	0
COMMENT: IMMATURE OR FEMALE BY PLUMAGE.		0	0
COMMENT: IMMATURE?		0	0
COMMENT: LARGEST EGG: 9 MM DIAMETER; OVIDUCT ENLAR		0	0
COMMENT: LARGEST EGG: 9 MM DIAMETER; OVIDUCT ENLARGED.		0	0
COMMENT: LARGEST OVA 2 MM LEFT; RIGHT 2 LARGE AREA		0	0
COMMENT: LARGEST OVA 2 MM LEFT; RIGHT 2 LARGE AREAS ?PRODUCED EGGS.		0	0
COMMENT: LARGEST OVA CIRCA 1 MM.		0	0
COMMENT: LARGEST OVULE: 4 X 1 MM.		0	0
COMMENT: LARGEST YOLKS 5 MM DIAMETER.		0	0
COMMENT: LARGEST: 17 X 12 MM, 1.5 X 10 MM, 12 X 9 		0	0
COMMENT: LARGEST: 17 X 12 MM, 1.5 X 10 MM, 12 X 9 MM, 13 X 8 MM.		0	0
COMMENT: LEFT DUCT LARGER.		0	0
COMMENT: LEFT DUCT LUMPY.		0	0
COMMENT: MALE BY SIZE FIDE K.C.PARKES; FEMALE BY G		0	0
COMMENT: MALE BY SIZE FIDE K.C.PARKES; FEMALE BY GONADS FIDE S.P.ROGERS.		0	0
COMMENT: MALE BY SIZE.		0	0
COMMENT: MALE FIDE K.C.PARKES.		0	0
COMMENT: MALE IN G.M.S. CATALOG, FEMALE ON ORIGINA		0	0
COMMENT: MALE IN G.M.S. CATALOG, FEMALE ON ORIGINAL TAG.		0	0
COMMENT: MUST BE MALE BY SIZE (K.C.PARKES 1986).		0	0
COMMENT: NB: SEX DETERMINATION FULLY VERIFIED BY S		0	0
COMMENT: NB: SEX DETERMINATION FULLY VERIFIED BY S.M.K.		0	0
COMMENT: NEITHER DUCT LUMPY.		0	0
COMMENT: ORIGINAL TAG SEX AMBIGUOUS.		0	0
COMMENT: OVARY DUCT LUMPY.		0	0
COMMENT: OVARY DUCT NOT LUMPY.		0	0
COMMENT: OVARY DUCTS NOT LUMPY.		0	0
COMMENT: OVARY ENLARGED; OVIDUCT ENLARGED.		0	0
COMMENT: OVARY NORMAL IN APPEARANCE, BUT NO ENLARG		0	0
COMMENT: OVARY NORMAL IN APPEARANCE, BUT NO ENLARGING OVULES.		0	0
COMMENT: OVIDUCT & OVA ENLARGED; NO EMPTY FOLLICLE		0	0
COMMENT: OVIDUCT & OVA ENLARGED; NO EMPTY FOLLICLES.		0	0
COMMENT: OVIDUCT DISTENDED.		0	0
COMMENT: OVIDUCT ENLARGED.		0	0
COMMENT: OVIDUCT PART DISTENDED.		0	0
COMMENT: OVIDUCT PARTIALLY SWOLLEN.		0	0
COMMENT: OVIDUCT SLIGHTLY SWOLLEN.		0	0
COMMENT: OVIDUCT SLIGHTY ENLARGED.		0	0
COMMENT: OVIDUCT VERY SWOLLEN.		0	0
COMMENT: POSSIBLY FEMALE.		0	0
COMMENT: POSSIBLY MALE.		0	0
COMMENT: RIGHT TESTIS REMOVED IN AUTOPSY.		0	0
COMMENT: SEX AN ASSUMPTION.		0	0
COMMENT: SEX COULD NOT BE DETERMINED.		0	0
COMMENT: SEX DUBIOUS - K.C.PARKES.		0	0
COMMENT: SEX FIDE J.A.B. 1982.		0	0
COMMENT: SEX FIDE K.C.PARKES 1971.		0	0
COMMENT: SEX FIDE K.C.PARKES 1991.		0	0
COMMENT: SEX FIDE K.C.PARKES.		0	0
COMMENT: SEX ID FIDE J.A.B. 1982.		0	0
COMMENT: SEX NOT RELIABLE (K.C.PARKES)		0	0
COMMENT: SEX POSSIBLY FEMALE.		0	0
COMMENT: SEX QUESTIONED BY A.M.R. (SIZE).		0	0
COMMENT: SEX QUESTIONED BY K.C.PARKES.		0	0
COMMENT: SEX QUESTIONED BY WECT.		0	0
COMMENT: SEX QUESTIONED ON ORIGINAL TAG.		0	0
COMMENT: SEX QUESTIONED.		0	0
COMMENT: SEX QUESTONED.		0	0
COMMENT: SEX UNRELIABLE - K.C.PARKES.		0	0
COMMENT: SEX VERIFIED BY M.H.C.		0	0
COMMENT: SEXED AS FEMALE BY G.A.L.		0	0
COMMENT: SEXED AS FEMALE BY J.A.R.		0	0
COMMENT: SEXED AS FEMALE BY PREPARATOR.		0	0
COMMENT: SEXED AS FEMALE BY S.M.K.		0	0
COMMENT: SEXED AS MALE BY H.E.M.; CHANGED BY K.C.P		0	0
COMMENT: SEXED AS MALE BY H.E.M.; CHANGED BY K.C.PARKES.		0	0
COMMENT: SEXED AS MALE BY PLUMAGE BUT OVARY RECORD		0	0
COMMENT: SEXED AS MALE BY PLUMAGE BUT OVARY RECORDED.		0	0
COMMENT: SEXED AS MALE BY R.C.M.		0	0
COMMENT: SEXED AS MALE BY R.C.M.; CHANGED BY K.C.P		0	0
COMMENT: SEXED AS MALE BY R.C.M.; CHANGED BY K.C.PARKES.		0	0
COMMENT: SEXED AS MALE? BY J.S.		0	0
COMMENT: SEXED AT AVIARY.		0	0
COMMENT: SEXED BY D.S.WOOD.		0	0
COMMENT: SEXED BY D.S.WOOD; NOTE LARGE SIZE.		0	0
COMMENT: SEXED BY F.A. PITELKA.		0	0
COMMENT: SEXED BY K.C.PARKES 1957; FEMALE ON ORIGI		0	0
COMMENT: SEXED BY K.C.PARKES 1957; FEMALE ON ORIGINAL TAG.		0	0
COMMENT: SEXED BY K.C.PARKES 1960; FEMALE ON ORIGI		0	0
COMMENT: SEXED BY K.C.PARKES 1960; FEMALE ON ORIGINAL TAG.		0	0
COMMENT: SEXED BY L. ALEXANDER.		0	0
COMMENT: SUPPOSEDLY SEXED AS FEMALE AT AVIARY.		0	0
COMMENT: TAG SAYS "MALE"?		0	0
COMMENT: TAG SAYS FEMALE BUT THROAT DARK LIKE JUVE		0	0
COMMENT: TAG SAYS FEMALE BUT THROAT DARK LIKE JUVENILE MALE.		0	0
COMMENT: TAG SAYS FEMALE.		0	0
COMMENT: TAG SAYS MALE [IS FEMALE?].		0	0
COMMENT: TAG SAYS MALE BUT UNDERTAIL COVERTS ORANG		0	0
COMMENT: TAG SAYS MALE BUT UNDERTAIL COVERTS ORANGE IS FEMALE.		0	0
COMMENT: TAG SAYS MALE IN FEMALE PLUMAGE.		0	0
