"verbatimTypeStatus","standardTypeStatus","uri","checked","opinionBy","opinionDate"
"Holotype of Peneothello cryptoleucus maximus (Diamond, 1985)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PENTHESTES ATRICAPILLUS ANAMESUS, TODD, W. E. C. 1938. TWO NEW RACES OF NORTH AMERICAN BIRDS. AUK, 116-118. PAGE 116, PUBLISHED JANUARY 1938.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PENTHESTES CAROLINENSIS EXTIMUS, TODD, W. E. C., AND G. M. SUTTON. 1936. TAXONOMIC REMARKS ON THE CAROLINA CHICKADEE, PENTHESTES CAROLINENSIS. PROC. BIOL. SOC. WASH., 69-70. PAGE 70, PUBLISHED 3 JULY 1936.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PENTHESTES HUDSONICUS LABRADORIUS, TODD, W. E. C. 1950. A NEW RACE OF HUDSONIAN CHICKADEE. ANNALS CARNEGIE MUSEUM, 333-334. PAGE 333, PUBLISHED 27 OCTOBER 1950.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Perognathus californicus femoralis","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Perognathus flavus","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Perognathus merriami mearnsi (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Perognathus merriami merriami (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus attwateri","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus aztecus evides (Osgood)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus aztecus oaxacensis (Merriam)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus boylii rowleyi","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus boylii rowleyi ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus crinitus auripectus ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus difficilis ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus eremicus cedrosensis","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus eremicus cedrosensis (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus eremicus fraterculus ((Miller))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus furvus","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus grandis","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus leucopus arizonae","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus leucopus arizonae ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus leucopus lachiguiriensis","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus leucopus texanus ((Woodhouse))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus leucopus tormilla (Mearns)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus maniculatus artemisiae ((Rhoads))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus maniculatus cineritius","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus maniculatus cineritius (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus maniculatus dubius","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus maniculatus dubius (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus maniculatus exiguus","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus maniculatus exiguus (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus maniculatus gambelii ((Baird))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus maniculatus geronimensis (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus maniculatus osgoodi (Mearns)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus maniculatus pallescens","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus maniculatus pallescens (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus maniculatus sonoriensis ((Le Conte))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus maniculatus thurberi","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus melanotis","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus mexicanus","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus mexicanus ((Saussure))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus mexicanus nudipes","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus nasutus ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus polionotus niveiventris","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus polionotus penninsularis","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus polionotus subgriseus ((Chapman))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus spicilegus","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus truei martirensis","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus truei martirensis ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peromyscus yucatanicus","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Peropteryx macrotis trinitatis (Miller)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Petaurista philippensis ((Elliot))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Petaurista philippensis stockleyi (Carter)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Petaurus breviceps flavidus (Tate & Archbold)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Petaurus breviceps tafa (Tate & Archbold)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Petinomys setosus morrisi ((Carter))","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHAEOCHROA CUVIERII NOTIA, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA **INCORRECTLY LISTED AS CM 52769**. PROC. BIOL. SOC. WASH., 3-6. PAGE 5, PUBLISHED 22 JANUARY 1917.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHAETHORNIS SUPERCILIOSUS INSIGNIS, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 246, PUBLISHED 16 NOVEMBER 1937.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phalanger orientalis mimicus (The Coryndon Museum)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phalanger orientalis orientalis ((Pallas))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phalanger orientalis peninsulae","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phalanger sericeus occidentalis","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phaner furcifer electromontis","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phaner furcifer pallescens","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phascolosorex dorsalis whartoni ((Tate & Archbold))","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHELSUMA ANTANOSY","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHELSUMA MALAMAKIBO","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHELSUMA MASOHOALA","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phenacomys intermedius intermedius (Merriam)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHEUGOPEDIUS FASCIATO-VENTRIS COGNATUS, TODD, W. E. C. 1915. PRELIMINARY DIAGNOSES OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 79-82. PAGE 80, PUBLISHED 13 APRIL 1915.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHEUGOPEDIUS GENIBARBIS BOLIVIANUS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 170, PUBLISHED 8 AUGUST 1913.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHEUGOPEDIUS MACRURUS ANNECTENS, TODD, W. E. C. 1912. DESCRIPTIONS OF SEVENTEEN NEW NEOTROPICAL BIRDS. ANNALS CARNEGIE MUSEUM, 198-214. PAGE 205, PUBLISHED 20 MAY 1912.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHEUGOPEDIUS RUTILUS INTENSUS, TODD, W. E. C. 1932. NEW SOUTH AMERICAN WRENS. PROC. BIOL. SOC. WASH., 9-14. PAGE 10, PUBLISHED 2 APRIL 1932.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHEUGOPEDIUS RUTILUS INTERIOR, TODD, W. E. C. 1932. NEW SOUTH AMERICAN WRENS. PROC. BIOL. SOC. WASH., 9-14. PAGE 9, PUBLISHED 2 APRIL 1932.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Philander opossum fuscogriseus ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Philander opossum grisescens ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHILAUTUS HAZELAE, TAYLOR, 1920, PHILIPPINE JOUR. SCI., 16:298","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHILYDOR ERYTHROCERCUS SUBOLES, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE OVEN-BIRDS. ANNALS CARNEGIE MUSEUM, 33-43. PAGE 39, PUBLISHED 15 OCTOBER 1948.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHILYDOR FULVESCENS, TODD, W. E. C. 1950. TWO APPARENTLY NEW OVEN-BIRDS FROM COLOMBIA. PROC. BIOL. SOC. WASH., 85-88. PAGE 86, PUBLISHED 25 MAY 1950.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHLEGOPSIS ERYTHROPTERA USTULATA, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 175, PUBLISHED 2 DECEMBER 1927.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phoca hispida ochotensis (Pallas)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phocoenoides dalli ((True))","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHOENICOTHRAUPIS RUBICA COCCINEA, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 113, PUBLISHED 27 JUNE 1919.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHOENICOTHRAUPIS RUBIGINOSUS, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA. PROC. BIOL. SOC. WASH., 3-6. PAGE 3, PUBLISHED 22 JANUARY 1917.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHOETHORNIS ADOLPHI SATURATUS, RIDGWAY, R. 1910. DIAGNOSES OF NEW FORMS OF MICROPODIDAE AND TROCHILIDAE. PROC. BIOL. SOC. WASH., 53-56. PAGE 54, PUBLISHED 19 APRIL 1910.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHOETHORNIS STRIIGULARIS IGNOBILIS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 173, PUBLISHED 8 AUGUST 1913.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHOETHORNIS SUBOCHRACEUS, TODD, W. E. C. 1915. PRELIMINARY DIAGNOSES OF SEVEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 169-170. PAGE 170, PUBLISHED 29 NOVEMBER 1915.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHRYNOHYAS INGENS","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHYLLOBATES BROMELICOLA","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHYLLOBATES NUBICOLA","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHYLLODACTYLUS DAVISI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHYLLODACTYLUS DUELLMANI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHYLLODACTYLUS PAUCITUBERCULATUS","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phylloderma stenops septentrionalis (Goodwin, 1940)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phyllonycteris major (Anthony, 1917)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phyllops falcatus haitiensis ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phyllops vetus","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PHYLLOSCARTES VIRESCENS, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 95, PUBLISHED 15 JULY 1925.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phylloscopus trivirgatus parvirostris","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phyllostomus hastatus panamensis","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phyllostomus hastatus panamensis (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phyllotis andium (The Coryndon Museum)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phyllotis haggardi (The Coryndon Museum)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Phyllotis osilae osilae (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIAYA CAYANA INEXPECTATA, TODD, W. E. C. 1947. THE VENEZUELAN RACES OF PIAYA CAYANA. PROC. BIOL. SOC. WASH., 59-60. PAGE 60, PUBLISHED 19 MAY 1947.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PICOLAPTES BIVITTATUS CERTHIOLUS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 173, PUBLISHED 8 AUGUST 1913.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PICULUS CHRYSOCHLOROS GUIANENSIS, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 248, PUBLISHED 16 NOVEMBER 1937.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PICULUS CHRYSOCHLOROS HYPOCHRYSEUS, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 250, PUBLISHED 16 NOVEMBER 1937.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PICULUS CHRYSOCHLOROS LAEMOSTICTUS, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 249, PUBLISHED 16 NOVEMBER 1937.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PICUMNUS AURIFRONS PURUSIANUS, TODD, W. E. C. 1946. CRITICAL NOTES ON THE WOODPECKERS. ANNALS CARNEGIE MUSEUM, 297-317. PAGE 317, PUBLISHED 16 DECEMBER 1946.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Picumnus cinnamomeus perijanus (Zimmer & Phelps, 1944)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Picumnus granadensis antioquensis (Chapman, 1915)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Picumnus parvistriatus (Chapman, 1921)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Pinarolestes hamlini","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIONITES XANTHURUS, TODD, W. E. C. 1925. FOUR NEW BIRDS FROM BRAZIL. PROC. BIOL. SOC. WASH., 111-114. PAGE 113, PUBLISHED 13 NOVEMBER 1925.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Pionopsitta fuertesi (Chapman, 1912)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIONUS SORDIDUS ANTELIUS, TODD, W. E. C. 1947. NEW SOUTH AMERICAN PARROTS. ANNALS CARNEGIE MUSEUM, 331-338. PAGE 338, PUBLISHED 14 APRIL 1947.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIONUS SORDIDUS SATURATUS, TODD, W. E. C. 1915. PRELIMINARY DIAGNOSES OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 79-82. PAGE 81, PUBLISHED 13 APRIL 1915.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIPA PARVA","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIPILE CUMANENSIS NAUMBURGAE, TODD, W. E. C. 1932. CRITICAL NOTES ON THE CRACIDAE. PROC. BIOL. SOC. WASH., 209-214. PAGE 213, PUBLISHED 26 NOVEMBER 1932.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIPILO ALBICOLLIS MARSHALLI, PARKES, K. C. 1974. SYSTEMATICS OF THE WHITE-THROATED TOWHEE (PIPILO ALBICOLLIS). CONDOR, 457-459. PAGE 459, PUBLISHED 19 DECEMBER 1974.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Pipilo fuscus eremophilus","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIPILO FUSCUS SENICULA, ANTHONY, A. W. 1895. DESCRIPTION OF A NEW PIPILO FROM SOUTHERN AND LOWER CALIFORNIA. AUK, 109-112. PAGE 111, PUBLISHED APRIL 1895.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Pipistrellus anthonyi","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Pipistrellus capensis garambae (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Pipistrellus coromandra portensis (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Pipistrellus flavescens ((Seabra))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Pipistrellus nanus ((Pallas))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Pipistrellus rendalli faradjius (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Pipistrellus subflavus floridanus (Davis, 1957)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Pipistrellus tenuipinnis ater (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIPRA ANOMALA, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 97, PUBLISHED 15 JULY 1925.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIPRA AUREOLA AURANTIICOLLIS, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 96, PUBLISHED 15 JULY 1925.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIPRA CARBONATA, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 98, PUBLISHED 15 JULY 1925.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIPRA CHLOROMELAENA ARIMENSIS, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 98, PUBLISHED 15 JULY 1925.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIPRA CHLOROMELAENA, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 97, PUBLISHED 15 JULY 1925.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIPRA ERYTHROCEPHALA FLAMMICEPS, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 115, PUBLISHED 27 JUNE 1919.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIPRA IRIS EUCEPHALA, TODD, W. E. C. 1928. FIVE NEW MANAKINS FROM SOUTH AMERICA. PROC. BIOL. SOC. WASH., 111-114. PAGE 112, PUBLISHED 29 JUNE 1928.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIPRA VELUTINA MINUSCULA, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 115, PUBLISHED 27 JUNE 1919.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIPREOLA FORMOSA DILUTIOR, TODD, W. E. C. 1950. CRITICAL NOTES ON THE COTINGAS. PROC. BIOL. SOC. WASH., 5-8. PAGE 5, PUBLISHED 26 APRIL 1950.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIPROMORPHA MACCONNELLI AMAZONA, TODD, W. E. C. 1921. STUDIES IN THE TYRANNIDAE. I. A REVISION OF THE GENUS PIPROMORPHA. PROC. BIOL. SOC. WASH., 173-192. PAGE 179, PUBLISHED 21 DECEMBER 1921.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIRANGA FLAVA TODDI, PARKES, K. C. 1969. AN UNDESCRIBED SUBSPECIES OF HEPATIC TANAGER PIRANGA FLAVA FROM COLOMBIA. BULL. BRIT. ORN. CLUB, 81-83. PAGE 82, PUBLISHED 5 JUNE 1969.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PIRANGA SAIRA ROSACEA, TODD, W. E. C. 1922. NEW FORMS OF FINCHES AND TANAGERS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 89-94. PAGE 92, PUBLISHED 12 JULY 1922.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Pithecia monachus milleri (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Pitta erythrogaster obiensis","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Pitta mackloti oblita","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PITTA SORDIDA PALAWANENSIS, PARKES, K. C. 1960. NEW SUBSPECIES OF PHILIPPINE BIRDS. PROC. BIOL. SOC. WASH., 57-62. PAGE 57, PUBLISHED 10 AUGUST 1960.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PITUOPHIS DEPPEI GIBSONI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PITUOPHIS LOEDINGI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PITYLUS GROSSUS SATURATUS, TODD, W. E. C. 1922. NEW FORMS OF FINCHES AND TANAGERS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 89-94. PAGE 91, PUBLISHED 12 JULY 1922.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PLANESTICTUS OLIVATER SANCTAE-MARTAE, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA **INCORRECTLY LISTED AS P.169 IN TYPE CAT**. PROC. BIOL. SOC. WASH., 169-174. PAGE 170, PUBLISHED 8 AUGUST 1913.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Planigale novaeguineae","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PLATYTRICCUS ALBOGULARIS NEGLECTUS, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 114, PUBLISHED 27 JUNE 1919.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PLECTROHYLA AVIA","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PLECTROHYLA COTZICENSIS","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PLECTROHYLA HARTWEGI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PLECTROHYLA IXIL","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PLECTROHYLA MATUDAI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PLECTROHYLA QUECCHI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PLECTROHYLA SAGORUM","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PLETHODON ASUPAK","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PLETHODON GLUTINOSUS ALBAGULA, GROBMAN, 1944, ANN. NEW YORK ACAD. SCI., 45:283","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PLETHODON JORDANI TEYAHALEE","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PLETHODON NETTINGI, GREEN, 1938, ANN. CARNEGIE MUS., 27:295","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PLETHODON RICHMONDI, NETTING AND MITTLEMAN, 1938, ANN. CARNEGIE MUS., 27:288","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF PLETHODONTOHYLA MIHANIKA","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Podomys floridanus ((Chapman))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Podoxymys roraimae","holotype",,1,"John Wieczorek","2017-08-25"
